season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
27,2,Juan Pablo Di Pace,Cheryl Burke,26.0,0.0,0.09611829944547134,0.09611829944547134,False
27,2,Mary Lou Retton,Sasha Farber,23.0,0.0,0.08502772643253234,0.08502772643253234,False
27,2,Milo Manheim,Witney Carson,26.0,1.0,0.09611829944547134,1.0961182994454712,False
27,2,Nancy McKeon,Valentin Chmerkovskiy,20.5,0.0,0.07578558225508318,0.07578558225508318,False
27,2,Tinashe,Brandon Armstrong,26.0,0.0,0.09611829944547134,0.09611829944547134,False
27,3,Alexis Ren,Alan Bersten,26.0,0.0,0.0959409594095941,0.0959409594095941,False
27,3,Bobby Bones,Sharna Burgess,23.0,0.0,0.08487084870848709,0.08487084870848709,False
27,3,DeMarcus Ware,Lindsay Arnold,26.0,0.0,0.0959409594095941,0.0959409594095941,False
27,3,Evanna Lynch,Keo Motsepe,27.0,0.0,0.0996309963099631,0.0996309963099631,False
27,3,Joe Amabile,Jenna Johnson,18.0,0.0,0.06642066420664207,0.06642066420664207,False
27,3,John Schneider,Emma Slater,21.0,0.0,0.07749077490774908,0.07749077490774908,False
27,3,Juan Pablo Di Pace,Cheryl Burke,30.0,0.0,0.11070110701107011,0.11070110701107011,False
27,3,Mary Lou Retton,Sasha Farber,24.0,0.0,0.08856088560885608,0.08856088560885608,False
27,3,Milo Manheim,Witney Carson,27.0,1.0,0.0996309963099631,1.099630996309963,False
27,3,Nancy McKeon,Valentin Chmerkovskiy,22.0,0.0,0.08118081180811808,0.08118081180811808,True
27,3,Tinashe,Brandon Armstrong,27.0,0.0,0.0996309963099631,0.0996309963099631,False
27,4,Alexis Ren,Alan Bersten,25.0,0.0,0.10775862068965517,0.10775862068965517,False
27,4,Bobby Bones,Sharna Burgess,20.0,0.0,0.08620689655172414,0.08620689655172414,False
27,4,DeMarcus Ware,Lindsay Arnold,22.0,0.0,0.09482758620689655,0.09482758620689655,False
27,4,Evanna Lynch,Keo Motsepe,24.0,0.0,0.10344827586206896,0.10344827586206896,False
27,4,Joe Amabile,Jenna Johnson,15.0,0.0,0.06465517241379311,0.06465517241379311,False
27,4,John Schneider,Emma Slater,21.0,0.0,0.09051724137931035,0.09051724137931035,False
27,4,Juan Pablo Di Pace,Cheryl Burke,24.0,0.0,0.10344827586206896,0.10344827586206896,False
27,4,Mary Lou Retton,Sasha Farber,26.0,0.0,0.11206896551724138,0.11206896551724138,False
27,4,Milo Manheim,Witney Carson,29.0,1.0,0.125,1.125,False
27,4,Tinashe,Brandon Armstrong,26.0,0.0,0.11206896551724138,0.11206896551724138,True
27,5,Alexis Ren,Alan Bersten,29.0,0.0,0.13063063063063063,0.13063063063063063,False
27,5,Bobby Bones,Sharna Burgess,21.0,0.0,0.0945945945945946,0.0945945945945946,False
27,5,DeMarcus Ware,Lindsay Arnold,26.0,0.0,0.11711711711711711,0.11711711711711711,False
27,5,Evanna Lynch,Keo Motsepe,24.0,0.0,0.10810810810810811,0.10810810810810811,False
27,5,Joe Amabile,Jenna Johnson,17.0,0.0,0.07657657657657657,0.07657657657657657,False
27,5,John Schneider,Emma Slater,24.0,0.0,0.10810810810810811,0.10810810810810811,False
27,5,Juan Pablo Di Pace,Cheryl Burke,29.0,0.0,0.13063063063063063,0.13063063063063063,False
27,5,Mary Lou Retton,Sasha Farber,25.0,0.0,0.11261261261261261,0.11261261261261261,False
27,5,Milo Manheim,Witney Carson,27.0,1.0,0.12162162162162163,1.1216216216216217,False
27,6,Alexis Ren,Alan Bersten,27.0,0.0,0.11790393013100436,0.11790393013100436,False
27,6,Bobby Bones,Sharna Burgess,22.0,0.0,0.09606986899563319,0.09606986899563319,False
27,6,DeMarcus Ware,Lindsay Arnold,26.0,0.0,0.11353711790393013,0.11353711790393013,False
27,6,Evanna Lynch,Keo Motsepe,29.0,0.0,0.12663755458515283,0.12663755458515283,False
27,6,Joe Amabile,Jenna Johnson,22.0,0.0,0.09606986899563319,0.09606986899563319,False
27,6,John Schneider,Emma Slater,19.0,0.0,0.08296943231441048,0.08296943231441048,False
27,6,Juan Pablo Di Pace,Cheryl Burke,30.0,0.0,0.13100436681222707,0.13100436681222707,False
27,6,Mary Lou Retton,Sasha Farber,24.0,0.0,0.10480349344978165,0.10480349344978165,True
27,6,Milo Manheim,Witney Carson,30.0,1.0,0.13100436681222707,1.1310043668122272,False
27,7,Alexis Ren,Alan Bersten,27.5,0.0,0.12643678160919541,0.12643678160919541,False
27,7,Bobby Bones,Sharna Burgess,26.5,0.0,0.12183908045977011,0.12183908045977011,False
27,7,DeMarcus Ware,Lindsay Arnold,26.5,0.0,0.12183908045977011,0.12183908045977011,True
27,7,Evanna Lynch,Keo Motsepe,29.5,0.0,0.135632183908046,0.135632183908046,False
27,7,Joe Amabile,Jenna Johnson,23.5,0.0,0.10804597701149425,0.10804597701149425,False
27,7,John Schneider,Emma Slater,27.0,0.0,0.12413793103448276,0.12413793103448276,False
27,7,Juan Pablo Di Pace,Cheryl Burke,28.0,0.0,0.12873563218390804,0.12873563218390804,False
27,7,Milo Manheim,Witney Carson,29.0,1.0,0.13333333333333333,1.1333333333333333,False
27,8,Alexis Ren,Alan Bersten,29.0,0.0,0.18012422360248448,0.18012422360248448,False
27,8,Bobby Bones,Sharna Burgess,22.5,0.0,0.13975155279503104,0.13975155279503104,False
27,8,Evanna Lynch,Keo Motsepe,29.0,0.0,0.18012422360248448,0.18012422360248448,False
27,8,Joe Amabile,Jenna Johnson,23.0,0.0,0.14285714285714285,0.14285714285714285,True
27,8,Juan Pablo Di Pace,Cheryl Burke,30.0,0.0,0.18633540372670807,0.18633540372670807,False
27,8,Milo Manheim,Witney Carson,27.5,1.0,0.17080745341614906,1.170807453416149,False
27,9,Alexis Ren,Alan Bersten,28.5,0.0,0.24675324675324675,0.24675324675324675,False
27,9,Bobby Bones,Sharna Burgess,27.0,0.0,0.23376623376623376,0.23376623376623376,False
27,9,Evanna Lynch,Keo Motsepe,30.0,0.0,0.2597402597402597,0.2597402597402597,False
27,9,Milo Manheim,Witney Carson,30.0,1.0,0.2597402597402597,1.2597402597402598,False
