season,week,celebrity_name,ballroom_partner,f_mean,f_lower,f_upper,f_median,n_bootstrap
1,5,Joey McIntyre,Ashly DelGrosso,0.21867637183960684,0.21867637183960684,0.21867637183960684,0.21867637183960684,1
1,5,John O'Hurley,Charlotte Jorgensen,0.016289031008288202,0.016289031008288202,0.016289031008288202,0.016289031008288202,1
1,5,Kelly Monaco,Alec Mazo,0.765034597152105,0.765034597152105,0.765034597152105,0.765034597152105,1
1,6,John O'Hurley,Charlotte Jorgensen,0.029617630964071294,0.029617630964071294,0.029617630964071294,0.029617630964071294,1
1,6,Kelly Monaco,Alec Mazo,0.9703823690359287,0.9703823690359287,0.9703823690359287,0.9703823690359287,1
10,1,Aiden Turner,Edyta Sliwinska,0.07575170370594236,0.07575170370594236,0.07575170370594236,0.07575170370594236,1
10,1,Buzz Aldrin,Ashly DelGrosso,1.7257822737096212e-05,1.7257822737096212e-05,1.7257822737096212e-05,1.7257822737096212e-05,1
10,1,Chad Ochocinco,Cheryl Burke,0.07972717700015514,0.07972717700015514,0.07972717700015514,0.07972717700015514,1
10,1,Erin Andrews,Maksim Chmerkoskiy,0.09548050775464272,0.09548050775464272,0.09548050775464272,0.09548050775464272,1
10,1,Evan Lysacek,Anna Trebunskaya,0.4112113397265633,0.4112113397265633,0.4112113397265633,0.4112113397265633,1
10,1,Jake Pavelka,Chelsie Hightower,0.09170214530997003,0.09170214530997003,0.09170214530997003,0.09170214530997003,1
10,1,Kate Gosselin,Tony Dovolani,0.0438410523933653,0.0438410523933653,0.0438410523933653,0.0438410523933653,1
10,1,Nicole Scherzinger,Derek Hough,0.13333390707286746,0.13333390707286746,0.13333390707286746,0.13333390707286746,1
10,1,Niecy Nash,Louis van Amstel,0.02152376107806926,0.02152376107806926,0.02152376107806926,0.02152376107806926,1
10,1,Pamela Anderson,Damian Whitewood,0.01702412607268158,0.01702412607268158,0.01702412607268158,0.01702412607268158,1
10,1,Shannen Doherty,Mark Ballas,0.03038702206300568,0.03038702206300568,0.03038702206300568,0.03038702206300568,1
10,2,Aiden Turner,Edyta Sliwinska,0.02077204497820783,0.02077204497820783,0.02077204497820783,0.02077204497820783,1
10,2,Buzz Aldrin,Ashly DelGrosso,3.1056142724408625e-06,3.1056142724408625e-06,3.1056142724408625e-06,3.1056142724408625e-06,1
10,2,Chad Ochocinco,Cheryl Burke,0.03256225351175916,0.03256225351175916,0.03256225351175916,0.03256225351175916,1
10,2,Erin Andrews,Maksim Chmerkoskiy,0.09247859227676904,0.09247859227676904,0.09247859227676904,0.09247859227676904,1
10,2,Evan Lysacek,Anna Trebunskaya,0.5212855594477989,0.5212855594477989,0.5212855594477989,0.5212855594477989,1
10,2,Jake Pavelka,Chelsie Hightower,0.05715721763056799,0.05715721763056799,0.05715721763056799,0.05715721763056799,1
10,2,Kate Gosselin,Tony Dovolani,0.012321744780080522,0.012321744780080522,0.012321744780080522,0.012321744780080522,1
10,2,Nicole Scherzinger,Derek Hough,0.22200971662289765,0.22200971662289765,0.22200971662289765,0.22200971662289765,1
10,2,Niecy Nash,Louis van Amstel,0.011168918969805167,0.011168918969805167,0.011168918969805167,0.011168918969805167,1
10,2,Pamela Anderson,Damian Whitewood,0.01590504371558528,0.01590504371558528,0.01590504371558528,0.01590504371558528,1
10,2,Shannen Doherty,Mark Ballas,0.014335802452256028,0.014335802452256028,0.014335802452256028,0.014335802452256028,1
10,3,Aiden Turner,Edyta Sliwinska,0.03272444430714264,0.03272444430714264,0.03272444430714264,0.03272444430714264,1
10,3,Buzz Aldrin,Ashly DelGrosso,3.1577614446109475e-06,3.1577614446109475e-06,3.1577614446109475e-06,3.1577614446109475e-06,1
10,3,Chad Ochocinco,Cheryl Burke,0.024752278178498174,0.024752278178498174,0.024752278178498174,0.024752278178498174,1
10,3,Erin Andrews,Maksim Chmerkoskiy,0.10353631260194697,0.10353631260194697,0.10353631260194697,0.10353631260194697,1
10,3,Evan Lysacek,Anna Trebunskaya,0.5696661293057151,0.5696661293057151,0.5696661293057151,0.5696661293057151,1
10,3,Jake Pavelka,Chelsie Hightower,0.043414969700899364,0.043414969700899364,0.043414969700899364,0.043414969700899364,1
10,3,Kate Gosselin,Tony Dovolani,0.009858045865076895,0.009858045865076895,0.009858045865076895,0.009858045865076895,1
10,3,Nicole Scherzinger,Derek Hough,0.18694269927291404,0.18694269927291404,0.18694269927291404,0.18694269927291404,1
10,3,Niecy Nash,Louis van Amstel,0.01604166333870931,0.01604166333870931,0.01604166333870931,0.01604166333870931,1
10,3,Pamela Anderson,Damian Whitewood,0.013060299667652812,0.013060299667652812,0.013060299667652812,0.013060299667652812,1
10,4,Aiden Turner,Edyta Sliwinska,0.028592440596814494,0.028592440596814494,0.028592440596814494,0.028592440596814494,1
10,4,Chad Ochocinco,Cheryl Burke,0.0350184207224284,0.0350184207224284,0.0350184207224284,0.0350184207224284,1
10,4,Erin Andrews,Maksim Chmerkoskiy,0.08526464333507051,0.08526464333507051,0.08526464333507051,0.08526464333507051,1
10,4,Evan Lysacek,Anna Trebunskaya,0.6330599295515958,0.6330599295515958,0.6330599295515958,0.6330599295515958,1
10,4,Jake Pavelka,Chelsie Hightower,0.049564993189941405,0.049564993189941405,0.049564993189941405,0.049564993189941405,1
10,4,Kate Gosselin,Tony Dovolani,0.011388749839275441,0.011388749839275441,0.011388749839275441,0.011388749839275441,1
10,4,Nicole Scherzinger,Derek Hough,0.13307331873980563,0.13307331873980563,0.13307331873980563,0.13307331873980563,1
10,4,Niecy Nash,Louis van Amstel,0.012871407331054898,0.012871407331054898,0.012871407331054898,0.012871407331054898,1
10,4,Pamela Anderson,Damian Whitewood,0.011166096694013403,0.011166096694013403,0.011166096694013403,0.011166096694013403,1
10,5,Chad Ochocinco,Cheryl Burke,0.058801614475718966,0.058801614475718966,0.058801614475718966,0.058801614475718966,1
10,5,Erin Andrews,Maksim Chmerkoskiy,0.0581691594272257,0.0581691594272257,0.0581691594272257,0.0581691594272257,1
10,5,Evan Lysacek,Anna Trebunskaya,0.6350635944473297,0.6350635944473297,0.6350635944473297,0.6350635944473297,1
10,5,Jake Pavelka,Chelsie Hightower,0.048858929512687964,0.048858929512687964,0.048858929512687964,0.048858929512687964,1
10,5,Kate Gosselin,Tony Dovolani,0.011093216773444813,0.011093216773444813,0.011093216773444813,0.011093216773444813,1
10,5,Nicole Scherzinger,Derek Hough,0.16519238515701448,0.16519238515701448,0.16519238515701448,0.16519238515701448,1
10,5,Niecy Nash,Louis van Amstel,0.00847431858530881,0.00847431858530881,0.00847431858530881,0.00847431858530881,1
10,5,Pamela Anderson,Damian Whitewood,0.014346781621269527,0.014346781621269527,0.014346781621269527,0.014346781621269527,1
10,6,Chad Ochocinco,Cheryl Burke,0.056057501376102235,0.056057501376102235,0.056057501376102235,0.056057501376102235,1
10,6,Erin Andrews,Maksim Chmerkoskiy,0.10287984587173625,0.10287984587173625,0.10287984587173625,0.10287984587173625,1
10,6,Evan Lysacek,Anna Trebunskaya,0.48105803763796817,0.48105803763796817,0.48105803763796817,0.48105803763796817,1
10,6,Jake Pavelka,Chelsie Hightower,0.0928744777334255,0.0928744777334255,0.0928744777334255,0.0928744777334255,1
10,6,Nicole Scherzinger,Derek Hough,0.24219482610579834,0.24219482610579834,0.24219482610579834,0.24219482610579834,1
10,6,Niecy Nash,Louis van Amstel,0.01239810384501474,0.01239810384501474,0.01239810384501474,0.01239810384501474,1
10,6,Pamela Anderson,Damian Whitewood,0.01253720742995489,0.01253720742995489,0.01253720742995489,0.01253720742995489,1
10,7,Chad Ochocinco,Cheryl Burke,0.14304513689279488,0.14304513689279488,0.14304513689279488,0.14304513689279488,1
10,7,Erin Andrews,Maksim Chmerkoskiy,0.16312393546821177,0.16312393546821177,0.16312393546821177,0.16312393546821177,1
10,7,Evan Lysacek,Anna Trebunskaya,0.38820265789427216,0.38820265789427216,0.38820265789427216,0.38820265789427216,1
10,7,Nicole Scherzinger,Derek Hough,0.26811754349656824,0.26811754349656824,0.26811754349656824,0.26811754349656824,1
10,7,Niecy Nash,Louis van Amstel,0.01837094493582511,0.01837094493582511,0.01837094493582511,0.01837094493582511,1
10,7,Pamela Anderson,Damian Whitewood,0.019139781312327672,0.019139781312327672,0.019139781312327672,0.019139781312327672,1
10,8,Chad Ochocinco,Cheryl Burke,0.09611527998586647,0.09611527998586647,0.09611527998586647,0.09611527998586647,1
10,8,Erin Andrews,Maksim Chmerkoskiy,0.08052593074516007,0.08052593074516007,0.08052593074516007,0.08052593074516007,1
10,8,Evan Lysacek,Anna Trebunskaya,0.5992553319809216,0.5992553319809216,0.5992553319809216,0.5992553319809216,1
10,8,Nicole Scherzinger,Derek Hough,0.21071755616849516,0.21071755616849516,0.21071755616849516,0.21071755616849516,1
10,8,Niecy Nash,Louis van Amstel,0.013385901119556705,0.013385901119556705,0.013385901119556705,0.013385901119556705,1
10,9,Chad Ochocinco,Cheryl Burke,0.08598300064325436,0.08598300064325436,0.08598300064325436,0.08598300064325436,1
10,9,Erin Andrews,Maksim Chmerkoskiy,0.126017667091991,0.126017667091991,0.126017667091991,0.126017667091991,1
10,9,Evan Lysacek,Anna Trebunskaya,0.5591193851822637,0.5591193851822637,0.5591193851822637,0.5591193851822637,1
10,9,Nicole Scherzinger,Derek Hough,0.22887994708249096,0.22887994708249096,0.22887994708249096,0.22887994708249096,1
10,10,Erin Andrews,Maksim Chmerkoskiy,0.12117548163574353,0.12117548163574353,0.12117548163574353,0.12117548163574353,1
10,10,Evan Lysacek,Anna Trebunskaya,0.6562969170256053,0.6562969170256053,0.6562969170256053,0.6562969170256053,1
10,10,Nicole Scherzinger,Derek Hough,0.22252760133865118,0.22252760133865118,0.22252760133865118,0.22252760133865118,1
11,1,Audrina Patridge,Tony Dovolani,0.12092898966445648,0.12092898966445648,0.12092898966445648,0.12092898966445648,1
11,1,Brandy,Maksim Chmerkoskiy,0.05090291855681879,0.05090291855681879,0.05090291855681879,0.05090291855681879,1
11,1,Bristol Palin,Mark Ballas,0.307152958364795,0.307152958364795,0.307152958364795,0.307152958364795,1
11,1,David Hasselhoff,Kym Johnson,0.0003496458815727515,0.0003496458815727515,0.0003496458815727515,0.0003496458815727515,1
11,1,Florence Henderson,Corky Ballas,1.7806507185224325e-05,1.7806507185224325e-05,1.7806507185224325e-05,1.7806507185224325e-05,1
11,1,Jennifer Grey,Derek Hough,0.0021537192747094116,0.0021537192747094116,0.0021537192747094116,0.0021537192747094116,1
11,1,Kurt Warner,Anna Trebunskaya,0.010830975790673214,0.010830975790673214,0.010830975790673214,0.010830975790673214,1
11,1,Kyle Massey,Lacey Schwimmer,0.4349629284006019,0.4349629284006019,0.4349629284006019,0.4349629284006019,1
11,1,Margaret Cho,Louis van Amstel,0.006112307341428183,0.006112307341428183,0.006112307341428183,0.006112307341428183,1
11,1,Michael Bolton,Chelsie Hightower,0.00040401092383582116,0.00040401092383582116,0.00040401092383582116,0.00040401092383582116,1
11,1,Rick Fox,Cheryl Burke,0.008703816516668985,0.008703816516668985,0.008703816516668985,0.008703816516668985,1
11,1,The Situation,Karina Smirnoff,0.05747992277725406,0.05747992277725406,0.05747992277725406,0.05747992277725406,1
11,2,Audrina Patridge,Tony Dovolani,0.10913508642045278,0.10913508642045278,0.10913508642045278,0.10913508642045278,1
11,2,Brandy,Maksim Chmerkoskiy,0.06301951896598076,0.06301951896598076,0.06301951896598076,0.06301951896598076,1
11,2,Bristol Palin,Mark Ballas,0.19353544243272686,0.19353544243272686,0.19353544243272686,0.19353544243272686,1
11,2,Florence Henderson,Corky Ballas,9.321467939424462e-06,9.321467939424462e-06,9.321467939424462e-06,9.321467939424462e-06,1
11,2,Jennifer Grey,Derek Hough,0.004211666674376769,0.004211666674376769,0.004211666674376769,0.004211666674376769,1
11,2,Kurt Warner,Anna Trebunskaya,0.008469683459798668,0.008469683459798668,0.008469683459798668,0.008469683459798668,1
11,2,Kyle Massey,Lacey Schwimmer,0.5958722538405055,0.5958722538405055,0.5958722538405055,0.5958722538405055,1
11,2,Margaret Cho,Louis van Amstel,0.0016734530229152412,0.0016734530229152412,0.0016734530229152412,0.0016734530229152412,1
11,2,Michael Bolton,Chelsie Hightower,0.00012521929872750466,0.00012521929872750466,0.00012521929872750466,0.00012521929872750466,1
11,2,Rick Fox,Cheryl Burke,0.008211261179040835,0.008211261179040835,0.008211261179040835,0.008211261179040835,1
11,2,The Situation,Karina Smirnoff,0.0157370932375359,0.0157370932375359,0.0157370932375359,0.0157370932375359,1
11,3,Audrina Patridge,Tony Dovolani,0.2147267936854052,0.2147267936854052,0.2147267936854052,0.2147267936854052,1
11,3,Brandy,Maksim Chmerkoskiy,0.030609189341435018,0.030609189341435018,0.030609189341435018,0.030609189341435018,1
11,3,Bristol Palin,Mark Ballas,0.31670338821437366,0.31670338821437366,0.31670338821437366,0.31670338821437366,1
11,3,Florence Henderson,Corky Ballas,7.444631058191066e-06,7.444631058191066e-06,7.444631058191066e-06,7.444631058191066e-06,1
11,3,Jennifer Grey,Derek Hough,0.0035347560459891817,0.0035347560459891817,0.0035347560459891817,0.0035347560459891817,1
11,3,Kurt Warner,Anna Trebunskaya,0.006986774226831342,0.006986774226831342,0.006986774226831342,0.006986774226831342,1
11,3,Kyle Massey,Lacey Schwimmer,0.4000934739075316,0.4000934739075316,0.4000934739075316,0.4000934739075316,1
11,3,Margaret Cho,Louis van Amstel,0.001959961293953228,0.001959961293953228,0.001959961293953228,0.001959961293953228,1
11,3,Rick Fox,Cheryl Burke,0.005458643474472394,0.005458643474472394,0.005458643474472394,0.005458643474472394,1
11,3,The Situation,Karina Smirnoff,0.019919575178950166,0.019919575178950166,0.019919575178950166,0.019919575178950166,1
11,4,Audrina Patridge,Tony Dovolani,0.34845788692763185,0.34845788692763185,0.34845788692763185,0.34845788692763185,1
11,4,Brandy,Maksim Chmerkoskiy,0.08457163917863388,0.08457163917863388,0.08457163917863388,0.08457163917863388,1
11,4,Bristol Palin,Mark Ballas,0.1344999058272252,0.1344999058272252,0.1344999058272252,0.1344999058272252,1
11,4,Florence Henderson,Corky Ballas,1.1264938151300437e-05,1.1264938151300437e-05,1.1264938151300437e-05,1.1264938151300437e-05,1
11,4,Jennifer Grey,Derek Hough,0.00396306413965529,0.00396306413965529,0.00396306413965529,0.00396306413965529,1
11,4,Kurt Warner,Anna Trebunskaya,0.009241697291300024,0.009241697291300024,0.009241697291300024,0.009241697291300024,1
11,4,Kyle Massey,Lacey Schwimmer,0.37080448256252685,0.37080448256252685,0.37080448256252685,0.37080448256252685,1
11,4,Rick Fox,Cheryl Burke,0.012086511343504868,0.012086511343504868,0.012086511343504868,0.012086511343504868,1
11,4,The Situation,Karina Smirnoff,0.036363547791370784,0.036363547791370784,0.036363547791370784,0.036363547791370784,1
11,5,Audrina Patridge,Tony Dovolani,0.2137867732882712,0.2137867732882712,0.2137867732882712,0.2137867732882712,1
11,5,Brandy,Maksim Chmerkoskiy,0.11551622990256477,0.11551622990256477,0.11551622990256477,0.11551622990256477,1
11,5,Bristol Palin,Mark Ballas,0.1750914630686256,0.1750914630686256,0.1750914630686256,0.1750914630686256,1
11,5,Florence Henderson,Corky Ballas,1.7255549355963894e-05,1.7255549355963894e-05,1.7255549355963894e-05,1.7255549355963894e-05,1
11,5,Jennifer Grey,Derek Hough,0.00536063620379855,0.00536063620379855,0.00536063620379855,0.00536063620379855,1
11,5,Kurt Warner,Anna Trebunskaya,0.0091326185885672,0.0091326185885672,0.0091326185885672,0.0091326185885672,1
11,5,Kyle Massey,Lacey Schwimmer,0.4712646341800599,0.4712646341800599,0.4712646341800599,0.4712646341800599,1
11,5,Rick Fox,Cheryl Burke,0.00983038921875673,0.00983038921875673,0.00983038921875673,0.00983038921875673,1
11,6,Audrina Patridge,Tony Dovolani,0.1938508317925037,0.1938508317925037,0.1938508317925037,0.1938508317925037,1
11,6,Brandy,Maksim Chmerkoskiy,0.17815107838142247,0.17815107838142247,0.17815107838142247,0.17815107838142247,1
11,6,Bristol Palin,Mark Ballas,0.24504874077205377,0.24504874077205377,0.24504874077205377,0.24504874077205377,1
11,6,Jennifer Grey,Derek Hough,0.00454110185172038,0.00454110185172038,0.00454110185172038,0.00454110185172038,1
11,6,Kurt Warner,Anna Trebunskaya,0.016921107259681937,0.016921107259681937,0.016921107259681937,0.016921107259681937,1
11,6,Kyle Massey,Lacey Schwimmer,0.3455725517232131,0.3455725517232131,0.3455725517232131,0.3455725517232131,1
11,6,Rick Fox,Cheryl Burke,0.01591458821940458,0.01591458821940458,0.01591458821940458,0.01591458821940458,1
11,7,Brandy,Maksim Chmerkoskiy,0.13350953478434335,0.13350953478434335,0.13350953478434335,0.13350953478434335,1
11,7,Bristol Palin,Mark Ballas,0.31266899547611626,0.31266899547611626,0.31266899547611626,0.31266899547611626,1
11,7,Jennifer Grey,Derek Hough,0.0023454770240750648,0.0023454770240750648,0.0023454770240750648,0.0023454770240750648,1
11,7,Kurt Warner,Anna Trebunskaya,0.009189513031631751,0.009189513031631751,0.009189513031631751,0.009189513031631751,1
11,7,Kyle Massey,Lacey Schwimmer,0.5283134416062742,0.5283134416062742,0.5283134416062742,0.5283134416062742,1
11,7,Rick Fox,Cheryl Burke,0.013973038077559395,0.013973038077559395,0.013973038077559395,0.013973038077559395,1
11,8,Brandy,Maksim Chmerkoskiy,0.1346658915820539,0.1346658915820539,0.1346658915820539,0.1346658915820539,1
11,8,Bristol Palin,Mark Ballas,0.32763907064759684,0.32763907064759684,0.32763907064759684,0.32763907064759684,1
11,8,Jennifer Grey,Derek Hough,0.005463087588469102,0.005463087588469102,0.005463087588469102,0.005463087588469102,1
11,8,Kurt Warner,Anna Trebunskaya,0.01990797907176529,0.01990797907176529,0.01990797907176529,0.01990797907176529,1
11,8,Kyle Massey,Lacey Schwimmer,0.5123239711101147,0.5123239711101147,0.5123239711101147,0.5123239711101147,1
11,9,Brandy,Maksim Chmerkoskiy,0.08823888012114495,0.08823888012114495,0.08823888012114495,0.08823888012114495,1
11,9,Bristol Palin,Mark Ballas,0.3133643882482778,0.3133643882482778,0.3133643882482778,0.3133643882482778,1
11,9,Jennifer Grey,Derek Hough,0.003994498214871567,0.003994498214871567,0.003994498214871567,0.003994498214871567,1
11,9,Kyle Massey,Lacey Schwimmer,0.5944022334157057,0.5944022334157057,0.5944022334157057,0.5944022334157057,1
11,10,Bristol Palin,Mark Ballas,0.3636088187282938,0.3636088187282938,0.3636088187282938,0.3636088187282938,1
11,10,Jennifer Grey,Derek Hough,0.00429331254505448,0.00429331254505448,0.00429331254505448,0.00429331254505448,1
11,10,Kyle Massey,Lacey Schwimmer,0.6320978687266517,0.6320978687266517,0.6320978687266517,0.6320978687266517,1
12,1,Chelsea Kane,Mark Ballas,0.3497797061990429,0.3497797061990429,0.3497797061990429,0.3497797061990429,1
12,1,Chris Jericho,Cheryl Burke,0.01268348889876763,0.01268348889876763,0.01268348889876763,0.01268348889876763,1
12,1,Hines Ward,Kym Johnson,0.03466554699278376,0.03466554699278376,0.03466554699278376,0.03466554699278376,1
12,1,Kendra Wilkinson,Louis van Amstel,0.1615279622676639,0.1615279622676639,0.1615279622676639,0.1615279622676639,1
12,1,Kirstie Alley,Maksim Chmerkoskiy,0.0005428711117125576,0.0005428711117125576,0.0005428711117125576,0.0005428711117125576,1
12,1,Mike Catherwood,Lacey Schwimmer,0.03914925457385374,0.03914925457385374,0.03914925457385374,0.03914925457385374,1
12,1,Petra Nemcova,Dmitry Chaplin,0.05740342142510905,0.05740342142510905,0.05740342142510905,0.05740342142510905,1
12,1,Ralph Macchio,Karina Smirnoff,0.0037730926751732997,0.0037730926751732997,0.0037730926751732997,0.0037730926751732997,1
12,1,Romeo,Chelsie Hightower,0.3357789988885724,0.3357789988885724,0.3357789988885724,0.3357789988885724,1
12,1,Sugar Ray Leonard,Anna Trebunskaya,0.001043078913749485,0.001043078913749485,0.001043078913749485,0.001043078913749485,1
12,1,Wendy Williams,Tony Dovolani,0.0036525780535714212,0.0036525780535714212,0.0036525780535714212,0.0036525780535714212,1
12,2,Chelsea Kane,Mark Ballas,0.395680796374611,0.395680796374611,0.395680796374611,0.395680796374611,1
12,2,Chris Jericho,Cheryl Burke,0.014397776938452511,0.014397776938452511,0.014397776938452511,0.014397776938452511,1
12,2,Hines Ward,Kym Johnson,0.05181448829546407,0.05181448829546407,0.05181448829546407,0.05181448829546407,1
12,2,Kendra Wilkinson,Louis van Amstel,0.09951686555389769,0.09951686555389769,0.09951686555389769,0.09951686555389769,1
12,2,Kirstie Alley,Maksim Chmerkoskiy,0.0008950271557962682,0.0008950271557962682,0.0008950271557962682,0.0008950271557962682,1
12,2,Mike Catherwood,Lacey Schwimmer,0.013108492970962457,0.013108492970962457,0.013108492970962457,0.013108492970962457,1
12,2,Petra Nemcova,Dmitry Chaplin,0.03384751012035057,0.03384751012035057,0.03384751012035057,0.03384751012035057,1
12,2,Ralph Macchio,Karina Smirnoff,0.007682393244033657,0.007682393244033657,0.007682393244033657,0.007682393244033657,1
12,2,Romeo,Chelsie Hightower,0.3811625622256266,0.3811625622256266,0.3811625622256266,0.3811625622256266,1
12,2,Sugar Ray Leonard,Anna Trebunskaya,0.0004485530633068637,0.0004485530633068637,0.0004485530633068637,0.0004485530633068637,1
12,2,Wendy Williams,Tony Dovolani,0.0014455340574983904,0.0014455340574983904,0.0014455340574983904,0.0014455340574983904,1
12,3,Chelsea Kane,Mark Ballas,0.18585932094928287,0.18585932094928287,0.18585932094928287,0.18585932094928287,1
12,3,Chris Jericho,Cheryl Burke,0.02137221385668901,0.02137221385668901,0.02137221385668901,0.02137221385668901,1
12,3,Hines Ward,Kym Johnson,0.06311288237300859,0.06311288237300859,0.06311288237300859,0.06311288237300859,1
12,3,Kendra Wilkinson,Louis van Amstel,0.1413955714790529,0.1413955714790529,0.1413955714790529,0.1413955714790529,1
12,3,Kirstie Alley,Maksim Chmerkoskiy,0.0003889960363205859,0.0003889960363205859,0.0003889960363205859,0.0003889960363205859,1
12,3,Petra Nemcova,Dmitry Chaplin,0.039801386407743326,0.039801386407743326,0.039801386407743326,0.039801386407743326,1
12,3,Ralph Macchio,Karina Smirnoff,0.0031955489280232913,0.0031955489280232913,0.0031955489280232913,0.0031955489280232913,1
12,3,Romeo,Chelsie Hightower,0.5434118240698647,0.5434118240698647,0.5434118240698647,0.5434118240698647,1
12,3,Sugar Ray Leonard,Anna Trebunskaya,0.00034435082849057106,0.00034435082849057106,0.00034435082849057106,0.00034435082849057106,1
12,3,Wendy Williams,Tony Dovolani,0.0011179050715241926,0.0011179050715241926,0.0011179050715241926,0.0011179050715241926,1
12,4,Chelsea Kane,Mark Ballas,0.4683516521653412,0.4683516521653412,0.4683516521653412,0.4683516521653412,1
12,4,Chris Jericho,Cheryl Burke,0.00974545202970412,0.00974545202970412,0.00974545202970412,0.00974545202970412,1
12,4,Hines Ward,Kym Johnson,0.06784932620685011,0.06784932620685011,0.06784932620685011,0.06784932620685011,1
12,4,Kendra Wilkinson,Louis van Amstel,0.1798607493970323,0.1798607493970323,0.1798607493970323,0.1798607493970323,1
12,4,Kirstie Alley,Maksim Chmerkoskiy,0.0003196193764233605,0.0003196193764233605,0.0003196193764233605,0.0003196193764233605,1
12,4,Petra Nemcova,Dmitry Chaplin,0.11794003456259361,0.11794003456259361,0.11794003456259361,0.11794003456259361,1
12,4,Ralph Macchio,Karina Smirnoff,0.0025389434052099326,0.0025389434052099326,0.0025389434052099326,0.0025389434052099326,1
12,4,Romeo,Chelsie Hightower,0.15291611374524477,0.15291611374524477,0.15291611374524477,0.15291611374524477,1
12,4,Sugar Ray Leonard,Anna Trebunskaya,0.0004781091116006244,0.0004781091116006244,0.0004781091116006244,0.0004781091116006244,1
12,5,Chelsea Kane,Mark Ballas,0.5770102278412456,0.5770102278412456,0.5770102278412456,0.5770102278412456,1
12,5,Chris Jericho,Cheryl Burke,0.010456837551559042,0.010456837551559042,0.010456837551559042,0.010456837551559042,1
12,5,Hines Ward,Kym Johnson,0.04337356894520687,0.04337356894520687,0.04337356894520687,0.04337356894520687,1
12,5,Kendra Wilkinson,Louis van Amstel,0.04881638475558293,0.04881638475558293,0.04881638475558293,0.04881638475558293,1
12,5,Kirstie Alley,Maksim Chmerkoskiy,0.000197674123853337,0.000197674123853337,0.000197674123853337,0.000197674123853337,1
12,5,Petra Nemcova,Dmitry Chaplin,0.04006058895002697,0.04006058895002697,0.04006058895002697,0.04006058895002697,1
12,5,Ralph Macchio,Karina Smirnoff,0.003253439575634417,0.003253439575634417,0.003253439575634417,0.003253439575634417,1
12,5,Romeo,Chelsie Hightower,0.27683127825689086,0.27683127825689086,0.27683127825689086,0.27683127825689086,1
12,6,Chelsea Kane,Mark Ballas,0.401167164551717,0.401167164551717,0.401167164551717,0.401167164551717,1
12,6,Chris Jericho,Cheryl Burke,0.012745665596948294,0.012745665596948294,0.012745665596948294,0.012745665596948294,1
12,6,Hines Ward,Kym Johnson,0.05827780739014895,0.05827780739014895,0.05827780739014895,0.05827780739014895,1
12,6,Kendra Wilkinson,Louis van Amstel,0.08168551609382549,0.08168551609382549,0.08168551609382549,0.08168551609382549,1
