season,celebrity_name,ballroom_partner,week,score_week_total,num_judges,has_bonus,active,elimination_week,eliminated,finals_week,placement,results
1,Rachel Hunter,Jonathan Roberts,8,0.0,0,0,0,4.0,1,5,4,Eliminated Week 4
1,Rachel Hunter,Jonathan Roberts,9,0.0,0,0,0,4.0,1,5,4,Eliminated Week 4
1,Rachel Hunter,Jonathan Roberts,10,0.0,0,0,0,4.0,1,5,4,Eliminated Week 4
1,Rachel Hunter,Jonathan Roberts,11,0.0,0,0,0,4.0,1,5,4,Eliminated Week 4
1,Trista Sutter,Louis van Amstel,1,18.0,3,0,1,2.0,0,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,2,19.0,3,0,1,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,3,0.0,3,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,4,0.0,3,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,5,0.0,3,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,6,0.0,3,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,7,0.0,0,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,8,0.0,0,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,9,0.0,0,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,10,0.0,0,0,0,2.0,1,5,6,Eliminated Week 2
1,Trista Sutter,Louis van Amstel,11,0.0,0,0,0,2.0,1,5,6,Eliminated Week 2
10,Aiden Turner,Edyta Sliwinska,1,15.0,3,0,1,4.0,0,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,2,19.0,3,0,1,4.0,0,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,3,20.0,3,0,1,4.0,0,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,4,16.5,3,1,1,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,5,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,6,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,7,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,8,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,9,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,10,0.0,3,0,0,4.0,1,10,9,Eliminated Week 4
10,Aiden Turner,Edyta Sliwinska,11,0.0,0,0,0,4.0,1,10,9,Eliminated Week 4
10,Buzz Aldrin,Ashly DelGrosso,1,14.0,3,0,1,3.0,0,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,2,12.0,3,0,1,3.0,0,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,3,13.0,3,0,1,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,4,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,5,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,6,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,7,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,8,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,9,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,10,0.0,3,0,0,3.0,1,10,10,Eliminated Week 3
10,Buzz Aldrin,Ashly DelGrosso,11,0.0,0,0,0,3.0,1,10,10,Eliminated Week 3
10,Chad Ochocinco,Cheryl Burke,1,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,2,16.0,3,0,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,3,20.0,3,0,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,4,22.0,3,1,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,5,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,6,30.999899999999997,3,1,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,7,26.0,3,1,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,8,22.5,3,1,1,9.0,0,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,9,26.0,3,1,1,9.0,1,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,10,0.0,3,0,0,9.0,1,10,4,Eliminated Week 9
10,Chad Ochocinco,Cheryl Burke,11,0.0,0,0,0,9.0,1,10,4,Eliminated Week 9
10,Erin Andrews,Maksim Chmerkoskiy,1,21.0,3,0,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,2,23.0,3,0,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,3,23.0,3,0,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,4,19.5,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,5,22.0,3,0,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,6,34.0,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,7,25.5,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,8,26.5,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,9,28.0,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,10,26.9998,3,1,1,11.0,0,10,3,3rd Place
10,Erin Andrews,Maksim Chmerkoskiy,11,0.0,0,0,0,11.0,1,10,3,3rd Place
10,Evan Lysacek,Anna Trebunskaya,1,23.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,2,24.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,3,26.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,4,26.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,5,27.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,6,27.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,7,27.0,3,0,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,8,26.5,3,1,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,9,29.5,3,1,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,10,26.888699999999996,3,1,1,11.0,0,10,2,2nd Place
10,Evan Lysacek,Anna Trebunskaya,11,0.0,0,0,0,11.0,1,10,2,2nd Place
10,Jake Pavelka,Chelsie Hightower,1,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,2,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,3,21.0,3,0,1,6.0,0,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,4,19.0,3,1,1,6.0,0,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,6,24.999899999999997,3,1,1,6.0,1,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,7,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,8,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,9,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,10,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
10,Jake Pavelka,Chelsie Hightower,11,0.0,0,0,0,6.0,1,10,7,Eliminated Week 6
10,Kate Gosselin,Tony Dovolani,1,16.0,3,0,1,5.0,0,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,2,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,3,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,4,16.0,3,1,1,5.0,0,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,5,15.0,3,0,1,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,6,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,7,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,8,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,9,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,10,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
10,Kate Gosselin,Tony Dovolani,11,0.0,0,0,0,5.0,1,10,8,Eliminated Week 5
10,Nicole Scherzinger,Derek Hough,1,25.0,3,0,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,2,28.0,3,0,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,3,23.0,3,0,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,4,25.0,3,1,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,5,29.0,3,0,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,6,35.9999,3,1,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,7,27.0,3,0,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,8,29.5,3,1,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,9,29.5,3,1,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,10,28.7777,3,1,1,11.0,0,10,1,1st Place
10,Nicole Scherzinger,Derek Hough,11,0.0,0,0,0,11.0,1,10,1,1st Place
10,Niecy Nash,Louis van Amstel,1,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,2,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,3,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,4,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,5,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,6,25.9998,3,1,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,7,24.5,3,1,1,8.0,0,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,8,21.5,3,1,1,8.0,1,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,9,0.0,3,0,0,8.0,1,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,10,0.0,3,0,0,8.0,1,10,5,Eliminated Week 8
10,Niecy Nash,Louis van Amstel,11,0.0,0,0,0,8.0,1,10,5,Eliminated Week 8
10,Pamela Anderson,Damian Whitewood,1,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,2,22.0,3,0,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,3,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,4,23.5,3,1,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,5,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,6,29.9998,3,1,1,7.0,0,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,7,25.5,3,1,1,7.0,1,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,8,0.0,3,0,0,7.0,1,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,9,0.0,3,0,0,7.0,1,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,10,0.0,3,0,0,7.0,1,10,6,Eliminated Week 7
10,Pamela Anderson,Damian Whitewood,11,0.0,0,0,0,7.0,1,10,6,Eliminated Week 7
10,Shannen Doherty,Mark Ballas,1,18.0,3,0,1,2.0,0,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,2,20.0,3,0,1,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,3,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,4,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,5,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,6,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,7,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,8,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,9,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,10,0.0,3,0,0,2.0,1,10,11,Eliminated Week 2
10,Shannen Doherty,Mark Ballas,11,0.0,0,0,0,2.0,1,10,11,Eliminated Week 2
11,Audrina Patridge,Tony Dovolani,1,19.0,3,0,1,6.0,0,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,2,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,3,26.0,3,0,1,6.0,0,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,4,23.0,3,1,1,6.0,0,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,6,31.9998,3,1,1,6.0,1,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,7,0.0,4,0,0,6.0,1,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,8,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,9,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,10,0.0,3,0,0,6.0,1,10,7,Eliminated Week 6
11,Audrina Patridge,Tony Dovolani,11,0.0,0,0,0,6.0,1,10,7,Eliminated Week 6
11,Brandy,Maksim Chmerkoskiy,1,23.0,3,0,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,2,21.0,3,0,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,3,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,4,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,5,27.0,3,0,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,6,35.9999,3,1,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,7,36.5,4,1,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,8,28.5,3,1,1,9.0,0,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,9,28.5,3,1,1,9.0,1,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,10,0.0,3,0,0,9.0,1,10,4,Eliminated Week 9
11,Brandy,Maksim Chmerkoskiy,11,0.0,0,0,0,9.0,1,10,4,Eliminated Week 9
11,Bristol Palin,Mark Ballas,1,18.0,3,0,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,2,22.0,3,0,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,3,19.0,3,0,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,4,16.0,3,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,5,18.0,3,0,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,6,27.9998,3,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,7,32.5,4,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,8,23.5,3,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,9,26.5,3,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,10,25.666600000000003,3,1,1,11.0,0,10,3,3rd Place
11,Bristol Palin,Mark Ballas,11,0.0,0,0,0,11.0,1,10,3,3rd Place
11,David Hasselhoff,Kym Johnson,1,15.0,3,0,1,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,2,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,3,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,4,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,5,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,6,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,7,0.0,4,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,8,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,9,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,10,0.0,3,0,0,1.0,1,10,12,Eliminated Week 1
11,David Hasselhoff,Kym Johnson,11,0.0,0,0,0,1.0,1,10,12,Eliminated Week 1
11,Florence Henderson,Corky Ballas,1,18.0,3,0,1,5.0,0,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,2,19.0,3,0,1,5.0,0,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,3,20.0,3,0,1,5.0,0,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,4,17.5,3,1,1,5.0,0,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,5,21.0,3,0,1,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,6,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,7,0.0,4,0,0,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,8,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,9,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,10,0.0,3,0,0,5.0,1,10,8,Eliminated Week 5
11,Florence Henderson,Corky Ballas,11,0.0,0,0,0,5.0,1,10,8,Eliminated Week 5
11,Jennifer Grey,Derek Hough,1,24.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,2,24.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,3,24.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,4,28.0,3,1,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,5,25.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,6,29.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,7,36.5,4,1,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,8,28.5,3,1,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,9,30.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,10,30.0,3,0,1,11.0,0,10,1,1st Place
11,Jennifer Grey,Derek Hough,11,0.0,0,0,0,11.0,1,10,1,1st Place
11,Kurt Warner,Anna Trebunskaya,1,19.0,3,0,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,2,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,3,23.0,3,0,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,4,17.0,3,1,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,5,24.0,3,0,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,6,21.9999,3,1,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,7,35.0,4,1,1,8.0,0,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,8,24.0,3,0,1,8.0,1,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,9,0.0,3,0,0,8.0,1,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,10,0.0,3,0,0,8.0,1,10,5,Eliminated Week 8
11,Kurt Warner,Anna Trebunskaya,11,0.0,0,0,0,8.0,1,10,5,Eliminated Week 8
11,Kyle Massey,Lacey Schwimmer,1,23.0,3,0,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,2,22.0,3,0,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,3,23.0,3,0,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,4,20.0,3,1,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,5,20.0,3,0,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,6,29.999899999999997,3,1,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,7,33.5,4,1,1,11.0,0,10,2,2nd Place
11,Kyle Massey,Lacey Schwimmer,8,28.0,3,1,1,11.0,0,10,2,2nd Place
