season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
11,2,The Situation,Karina Smirnoff,18.0,0.0,0.08144796380090498,0.08144796380090498,False
11,3,Audrina Patridge,Tony Dovolani,26.0,0.0,0.11764705882352941,0.11764705882352941,False
11,3,Brandy,Maksim Chmerkoskiy,24.0,0.0,0.1085972850678733,0.1085972850678733,False
11,3,Bristol Palin,Mark Ballas,19.0,0.4478464906592475,0.08597285067873303,0.5338193413379805,False
11,3,Florence Henderson,Corky Ballas,20.0,0.0,0.09049773755656108,0.09049773755656108,False
11,3,Jennifer Grey,Derek Hough,24.0,0.0,0.1085972850678733,0.1085972850678733,False
11,3,Kurt Warner,Anna Trebunskaya,23.0,0.0,0.10407239819004525,0.10407239819004525,False
11,3,Kyle Massey,Lacey Schwimmer,23.0,0.5521535093407525,0.10407239819004525,0.6562259075307977,False
11,3,Margaret Cho,Louis van Amstel,18.0,0.0,0.08144796380090498,0.08144796380090498,True
11,3,Rick Fox,Cheryl Burke,24.0,0.0,0.1085972850678733,0.1085972850678733,False
11,3,The Situation,Karina Smirnoff,20.0,0.0,0.09049773755656108,0.09049773755656108,False
11,4,Audrina Patridge,Tony Dovolani,23.0,0.0,0.12849162011173185,0.12849162011173185,False
11,4,Brandy,Maksim Chmerkoskiy,24.0,0.0,0.1340782122905028,0.1340782122905028,False
11,4,Bristol Palin,Mark Ballas,16.0,3.6792189025378695e-129,0.0893854748603352,0.0893854748603352,False
11,4,Florence Henderson,Corky Ballas,17.5,0.0,0.09776536312849161,0.09776536312849161,False
11,4,Jennifer Grey,Derek Hough,28.0,0.0,0.1564245810055866,0.1564245810055866,False
11,4,Kurt Warner,Anna Trebunskaya,17.0,0.0,0.09497206703910614,0.09497206703910614,False
11,4,Kyle Massey,Lacey Schwimmer,20.0,1.0,0.11173184357541899,1.111731843575419,False
11,4,Rick Fox,Cheryl Burke,19.5,0.0,0.10893854748603352,0.10893854748603352,False
11,4,The Situation,Karina Smirnoff,14.0,0.0,0.0782122905027933,0.0782122905027933,True
11,5,Audrina Patridge,Tony Dovolani,23.0,0.0,0.12637362637362637,0.12637362637362637,False
11,5,Brandy,Maksim Chmerkoskiy,27.0,0.0,0.14835164835164835,0.14835164835164835,False
11,5,Bristol Palin,Mark Ballas,18.0,5.511045793723418e-138,0.0989010989010989,0.0989010989010989,False
11,5,Florence Henderson,Corky Ballas,21.0,0.0,0.11538461538461539,0.11538461538461539,True
11,5,Jennifer Grey,Derek Hough,25.0,0.0,0.13736263736263737,0.13736263736263737,False
11,5,Kurt Warner,Anna Trebunskaya,24.0,0.0,0.13186813186813187,0.13186813186813187,False
11,5,Kyle Massey,Lacey Schwimmer,20.0,1.0,0.10989010989010989,1.10989010989011,False
11,5,Rick Fox,Cheryl Burke,24.0,0.0,0.13186813186813187,0.13186813186813187,False
11,6,Audrina Patridge,Tony Dovolani,31.9998,0.0,0.1545889285615942,0.1545889285615942,True
11,6,Brandy,Maksim Chmerkoskiy,35.9999,0.0,0.17391314849856981,0.17391314849856981,False
11,6,Bristol Palin,Mark Ballas,27.9998,6.148405149337588e-35,0.13526519171803963,0.13526519171803963,False
11,6,Jennifer Grey,Derek Hough,29.0,0.0,0.14009709211577046,0.14009709211577046,False
11,6,Kurt Warner,Anna Trebunskaya,21.9999,0.0,0.10628006954612891,0.10628006954612891,False
11,6,Kyle Massey,Lacey Schwimmer,29.999899999999997,1.0,0.14492754323323798,1.144927543233238,False
11,6,Rick Fox,Cheryl Burke,30.0,0.0,0.1449280263266591,0.1449280263266591,False
11,7,Brandy,Maksim Chmerkoskiy,36.5,0.0,0.1750599520383693,0.1750599520383693,False
11,7,Bristol Palin,Mark Ballas,32.5,3.271972309857904e-69,0.15587529976019185,0.15587529976019185,False
11,7,Jennifer Grey,Derek Hough,36.5,0.0,0.1750599520383693,0.1750599520383693,False
11,7,Kurt Warner,Anna Trebunskaya,35.0,0.0,0.16786570743405277,0.16786570743405277,False
11,7,Kyle Massey,Lacey Schwimmer,33.5,1.0,0.1606714628297362,1.160671462829736,False
11,7,Rick Fox,Cheryl Burke,34.5,0.0,0.16546762589928057,0.16546762589928057,True
11,8,Brandy,Maksim Chmerkoskiy,28.5,0.0,0.21509433962264152,0.21509433962264152,False
11,8,Bristol Palin,Mark Ballas,23.5,3.668979282390065e-35,0.17735849056603772,0.17735849056603772,False
11,8,Jennifer Grey,Derek Hough,28.5,0.0,0.21509433962264152,0.21509433962264152,False
11,8,Kurt Warner,Anna Trebunskaya,24.0,0.0,0.1811320754716981,0.1811320754716981,True
11,8,Kyle Massey,Lacey Schwimmer,28.0,1.0,0.21132075471698114,1.211320754716981,False
11,9,Brandy,Maksim Chmerkoskiy,28.5,0.0,0.25,0.25,True
11,9,Bristol Palin,Mark Ballas,26.5,1.5836235804878486e-77,0.2324561403508772,0.2324561403508772,False
11,9,Jennifer Grey,Derek Hough,30.0,0.0,0.2631578947368421,0.2631578947368421,False
11,9,Kyle Massey,Lacey Schwimmer,29.0,1.0,0.2543859649122807,1.2543859649122808,False
11,10,Bristol Palin,Mark Ballas,25.666600000000003,2.8387037881705906e-69,0.3092368897274452,0.3092368897274452,False
11,10,Jennifer Grey,Derek Hough,30.0,0.0,0.36144665408832316,0.36144665408832316,False
11,10,Kyle Massey,Lacey Schwimmer,27.333199999999998,1.0,0.3293164561842318,1.3293164561842317,False
