season,celebrity_name,ballroom_partner,week,score_week_total,num_judges,has_bonus,active,elimination_week,eliminated,finals_week,placement,results,contestant_id,age,industry_dummy,z_J,p_prev,underdog,S,region_us,log_f_ratio,f
1,John O'Hurley,Charlotte Jorgensen,6,27.0,3,0,1,7.0,0,5,2,2nd Place,2,50,1,0.9818181818181818,1.0,1.0,-1.0,1,-11.512925464970229,1e-10
1,Kelly Monaco,Alec Mazo,1,13.0,3,0,1,7.0,0,5,1,1st Place,3,29,1,0.65,0.0,1.0,-2.085285661388569,1,19.188209108283715,1.0
1,Kelly Monaco,Alec Mazo,2,17.0,3,0,1,7.0,0,5,1,1st Place,3,29,1,0.6538461538461539,6.0,1.0,-0.7802364842355229,1,19.188209108283715,1.0
1,Kelly Monaco,Alec Mazo,3,21.0,3,0,1,7.0,0,5,1,1st Place,3,29,1,0.8076923076923077,5.0,1.0,-0.04499212706658459,1,18.420680743952367,1.0
1,Kelly Monaco,Alec Mazo,4,26.0,3,0,1,7.0,0,5,1,1st Place,3,29,1,1.0,4.0,0.0,1.1766968108291043,1,17.269388197455342,1.0
1,Kelly Monaco,Alec Mazo,5,23.5,3,1,1,7.0,0,5,1,1st Place,3,29,1,0.8703703703703703,1.0,1.0,-0.4319342127906794,1,15.350567286626971,1.0
1,Kelly Monaco,Alec Mazo,6,27.5,3,1,1,7.0,0,5,1,1st Place,3,29,1,1.0,2.0,0.0,1.0,1,11.512925464970229,1.0
1,Rachel Hunter,Jonathan Roberts,1,20.0,3,0,1,4.0,0,5,4,Eliminated Week 4,4,35,0,1.0,0.0,0.0,0.7399400733959433,0,-3.837641821656742,1e-10
1,Rachel Hunter,Jonathan Roberts,2,24.0,3,0,1,4.0,0,5,4,Eliminated Week 4,4,35,0,0.9230769230769231,2.0,0.0,0.9444967967061587,0,-3.837641821656742,1e-10
1,Rachel Hunter,Jonathan Roberts,3,26.0,3,0,1,4.0,0,5,4,Eliminated Week 4,4,35,0,1.0,2.0,0.0,1.0798110495980342,0,-4.60517018598809,1e-10
1,Rachel Hunter,Jonathan Roberts,4,25.0,3,0,1,4.0,1,5,4,Eliminated Week 4,4,35,0,0.9615384615384616,1.0,0.0,0.7844645405527362,0,-5.756462732485114,1e-10
1,Trista Sutter,Louis van Amstel,1,18.0,3,0,1,2.0,0,5,6,Eliminated Week 2,5,32,0,0.9,0.0,1.0,-0.06726727939963172,1,-3.837641821656742,1e-10
1,Trista Sutter,Louis van Amstel,2,19.0,3,0,1,2.0,1,5,6,Eliminated Week 2,5,32,0,0.7307692307692307,4.5,1.0,-0.2874555468236139,1,-3.837641821656742,1e-10
10,Aiden Turner,Edyta Sliwinska,1,15.0,3,0,1,4.0,0,10,9,Eliminated Week 4,6,32,1,0.6,0.0,1.0,-1.2425214883947913,0,-2.0932591754491336,1e-10
10,Aiden Turner,Edyta Sliwinska,2,19.0,3,0,1,4.0,0,10,9,Eliminated Week 4,6,32,1,0.6785714285714286,10.0,1.0,-0.23452078799117146,0,-2.0932591754491336,1e-10
10,Aiden Turner,Edyta Sliwinska,3,20.0,3,0,1,4.0,0,10,9,Eliminated Week 4,6,32,1,0.7692307692307693,8.0,1.0,-0.08317304595021434,0,-2.3025850929940463,1e-10
10,Aiden Turner,Edyta Sliwinska,4,16.5,3,1,1,4.0,1,10,9,Eliminated Week 4,6,32,1,0.6346153846153846,7.5,1.0,-1.1901475170165816,0,-2.5584278811044956,1e-10
10,Buzz Aldrin,Ashly DelGrosso,1,14.0,3,0,1,3.0,0,10,10,Eliminated Week 3,7,80,0,0.56,0.0,1.0,-1.5531518604934889,1,-2.0932591754491336,1e-10
10,Buzz Aldrin,Ashly DelGrosso,2,12.0,3,0,1,3.0,0,10,10,Eliminated Week 3,7,80,0,0.42857142857142855,11.0,1.0,-1.8761663039293717,1,-2.0932591754491336,1e-10
10,Buzz Aldrin,Ashly DelGrosso,3,13.0,3,0,1,3.0,1,10,10,Eliminated Week 3,7,80,0,0.5,11.0,1.0,-2.023877451455211,1,-2.3025850929940463,1e-10
10,Chad Ochocinco,Cheryl Burke,1,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.72,0.0,1.0,-0.3106303720986978,1,-2.0932591754491336,1e-10
10,Chad Ochocinco,Cheryl Burke,2,16.0,3,0,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.5714285714285714,7.0,1.0,-0.9380831519646858,1,-2.0932591754491336,1e-10
10,Chad Ochocinco,Cheryl Burke,3,20.0,3,0,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.7692307692307693,9.0,1.0,-0.08317304595021434,1,-2.3025850929940463,1e-10
10,Chad Ochocinco,Cheryl Burke,4,22.0,3,1,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.8461538461538461,7.5,0.0,0.4020768638569534,1,-2.5584278811044956,1e-10
10,Chad Ochocinco,Cheryl Burke,5,18.0,3,0,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.6206896551724138,4.0,1.0,-0.8212299340934686,1,-2.8782313662425554,1e-10
10,Chad Ochocinco,Cheryl Burke,6,30.999899999999997,3,1,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.8611107253075703,6.5,0.0,0.2981409476492496,1,-3.28940727570578,1e-10
10,Chad Ochocinco,Cheryl Burke,7,26.0,3,1,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.9629629629629629,3.0,0.0,0.0940720868383584,1,-3.837641821656742,1e-10
10,Chad Ochocinco,Cheryl Burke,8,22.5,3,1,1,9.0,0,10,4,Eliminated Week 9,8,32,0,0.7627118644067796,3.0,1.0,-0.9570202978345288,1,-4.60517018598809,1e-10
10,Chad Ochocinco,Cheryl Burke,9,26.0,3,1,1,9.0,1,10,4,Eliminated Week 9,8,32,0,0.8813559322033898,4.0,1.0,-1.5666989036012806,1,-5.756462732485114,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,1,21.0,3,0,1,11.0,0,10,3,3rd Place,9,32,0,0.84,0.0,0.0,0.6212607441973956,1,-2.0932591754491336,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,2,23.0,3,0,1,11.0,0,10,3,3rd Place,9,32,0,0.8214285714285714,3.5,0.0,0.7035623639735145,1,-2.0932591754491336,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,3,23.0,3,0,1,11.0,0,10,3,3rd Place,9,32,0,0.8846153846153846,3.0,0.0,0.7485574135519271,1,-2.3025850929940463,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,4,19.5,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.75,2.5,1.0,-0.3216614910855625,1,-2.5584278811044956,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,5,22.0,3,0,1,11.0,0,10,3,3rd Place,9,32,0,0.7586206896551724,5.0,0.0,0.08495482076828985,1,-2.8782313662425554,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,6,34.0,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.9444470679085221,4.0,0.0,1.0807870225614502,1,-3.28940727570578,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,7,25.5,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.9444444444444444,2.0,1.0,-0.47036043419179996,1,-3.837641821656742,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,8,26.5,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.8983050847457628,4.5,1.0,0.4101515562147977,1,-4.60517018598809,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,9,28.0,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.9491525423728814,2.5,1.0,-0.17407765595569785,1,-5.756462732485114,1e-10
10,Erin Andrews,Maksim Chmerkoskiy,10,26.9998,3,1,1,11.0,0,10,3,3rd Place,9,32,0,0.9382195241454321,3.0,1.0,-0.6419515311304462,1,-7.6752836433134854,1e-10
10,Evan Lysacek,Anna Trebunskaya,1,23.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,0.92,0.0,0.0,1.2425214883947913,1,20.932591754491323,1.0
10,Evan Lysacek,Anna Trebunskaya,2,24.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,0.8571428571428571,2.0,0.0,0.9380831519646858,1,20.932591754491323,1.0
10,Evan Lysacek,Anna Trebunskaya,3,26.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,1.0,2.0,0.0,1.5802878730540686,1,20.72326583694641,1.0
10,Evan Lysacek,Anna Trebunskaya,4,26.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,1.0,1.0,0.0,1.560058231764979,1,20.46742304883596,1.0
10,Evan Lysacek,Anna Trebunskaya,5,27.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,0.9310344827586207,1.0,0.0,1.217685764345488,1,20.1476195636979,1.0
10,Evan Lysacek,Anna Trebunskaya,6,27.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,0.7500020833391204,2.0,1.0,-0.7453262817902042,1,19.736443654234677,1.0
10,Evan Lysacek,Anna Trebunskaya,7,27.0,3,0,1,11.0,0,10,2,2nd Place,10,24,0,1.0,5.0,0.0,1.2229371288986752,1,19.188209108283715,1.0
10,Evan Lysacek,Anna Trebunskaya,8,26.5,3,1,1,11.0,0,10,2,2nd Place,10,24,0,0.8983050847457628,1.5,1.0,0.4101515562147977,1,18.420680743952367,1.0
10,Evan Lysacek,Anna Trebunskaya,9,29.5,3,1,1,11.0,0,10,2,2nd Place,10,24,0,1.0,2.5,0.0,0.8703882797784892,1,17.269388197455342,1.0
10,Evan Lysacek,Anna Trebunskaya,10,26.888699999999996,3,1,1,11.0,0,10,2,2nd Place,10,24,0,0.9343588959506839,1.5,1.0,-0.770318728950093,1,15.350567286626971,1.0
10,Jake Pavelka,Chelsie Hightower,1,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6,11,32,0,0.8,0.0,0.0,0.3106303720986978,1,-2.0932591754491336,1e-10
10,Jake Pavelka,Chelsie Hightower,2,20.0,3,0,1,6.0,0,10,7,Eliminated Week 6,11,32,0,0.7142857142857143,5.0,1.0,0.0,1,-2.0932591754491336,1e-10
10,Jake Pavelka,Chelsie Hightower,3,21.0,3,0,1,6.0,0,10,7,Eliminated Week 6,11,32,0,0.8076923076923077,6.5,1.0,0.19407044055049946,1,-2.3025850929940463,1e-10
10,Jake Pavelka,Chelsie Hightower,4,19.0,3,1,1,6.0,0,10,7,Eliminated Week 6,11,32,0,0.7307692307692307,5.0,1.0,-0.46640916207406574,1,-2.5584278811044956,1e-10
10,Jake Pavelka,Chelsie Hightower,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,11,32,0,0.7931034482758621,6.0,0.0,0.31150100948372944,1,-2.8782313662425554,1e-10
10,Jake Pavelka,Chelsie Hightower,6,24.999899999999997,3,1,1,6.0,1,10,7,Eliminated Week 6,11,32,0,0.6944435956766546,3.0,1.0,-1.2670990275093112,1,-3.28940727570578,1e-10
10,Kate Gosselin,Tony Dovolani,1,16.0,3,0,1,5.0,0,10,8,Eliminated Week 5,12,35,0,0.64,0.0,1.0,-0.9318911162960933,1,-2.0932591754491336,1e-10
10,Kate Gosselin,Tony Dovolani,2,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5,12,35,0,0.5357142857142857,9.0,1.0,-1.1726039399558574,1,-2.0932591754491336,1e-10
10,Kate Gosselin,Tony Dovolani,3,15.0,3,0,1,5.0,0,10,8,Eliminated Week 5,12,35,0,0.5769230769230769,10.0,1.0,-1.4693904784537835,1,-2.3025850929940463,1e-10
10,Kate Gosselin,Tony Dovolani,4,16.0,3,1,1,5.0,0,10,8,Eliminated Week 5,12,35,0,0.6153846153846154,9.0,1.0,-1.3348951880050848,1,-2.5584278811044956,1e-10
10,Kate Gosselin,Tony Dovolani,5,15.0,3,0,1,5.0,1,10,8,Eliminated Week 5,12,35,0,0.5172413793103449,9.0,1.0,-1.5008685002397875,1,-2.8782313662425554,1e-10
10,Nicole Scherzinger,Derek Hough,1,25.0,3,0,1,11.0,0,10,1,1st Place,13,31,0,1.0,0.0,0.0,1.8637822325921867,1,-2.0932591754491336,1e-10
10,Nicole Scherzinger,Derek Hough,2,28.0,3,0,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.0,0.0,1.8761663039293717,1,-2.0932591754491336,1e-10
10,Nicole Scherzinger,Derek Hough,3,23.0,3,0,1,11.0,0,10,1,1st Place,13,31,0,0.8846153846153846,1.0,0.0,0.7485574135519271,1,-2.3025850929940463,1e-10
10,Nicole Scherzinger,Derek Hough,4,25.0,3,1,1,11.0,0,10,1,1st Place,13,31,0,0.9615384615384616,2.5,0.0,1.2705628897879726,1,-2.5584278811044956,1e-10
10,Nicole Scherzinger,Derek Hough,5,29.0,3,0,1,11.0,0,10,1,1st Place,13,31,0,1.0,2.0,0.0,1.670778141776367,1,-2.8782313662425554,1e-10
10,Nicole Scherzinger,Derek Hough,6,35.9999,3,1,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.0,0.0,1.602507593614717,1,-3.28940727570578,1e-10
10,Nicole Scherzinger,Derek Hough,7,27.0,3,0,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.0,0.0,1.2229371288986752,1,-3.837641821656742,1e-10
10,Nicole Scherzinger,Derek Hough,8,29.5,3,1,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.5,0.0,1.4355304467517926,1,-4.60517018598809,1e-10
10,Nicole Scherzinger,Derek Hough,9,29.5,3,1,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.0,0.0,0.8703882797784892,1,-5.756462732485114,1e-10
10,Nicole Scherzinger,Derek Hough,10,28.7777,3,1,1,11.0,0,10,1,1st Place,13,31,0,1.0,1.5,0.0,1.4122702600805515,1,-7.6752836433134854,1e-10
10,Niecy Nash,Louis van Amstel,1,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.72,0.0,1.0,-0.3106303720986978,1,-2.0932591754491336,1e-10
10,Niecy Nash,Louis van Amstel,2,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.75,7.0,0.0,0.23452078799117146,1,-2.0932591754491336,1e-10
10,Niecy Nash,Louis van Amstel,3,21.0,3,0,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.8076923076923077,5.0,1.0,0.19407044055049946,1,-2.3025850929940463,1e-10
10,Niecy Nash,Louis van Amstel,4,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.6923076923076923,5.0,1.0,-0.7559045040510721,1,-2.5584278811044956,1e-10
10,Niecy Nash,Louis van Amstel,5,18.0,3,0,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.6206896551724138,7.0,1.0,-0.8212299340934686,1,-2.8782313662425554,1e-10
10,Niecy Nash,Louis van Amstel,6,25.9998,3,1,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.7222186728296468,6.5,1.0,-1.0062517856491362,1,-3.28940727570578,1e-10
10,Niecy Nash,Louis van Amstel,7,24.5,3,1,1,8.0,0,10,5,Eliminated Week 8,14,40,1,0.9074074074074074,6.0,1.0,-1.5992254762521168,1,-3.837641821656742,1e-10
10,Niecy Nash,Louis van Amstel,8,21.5,3,1,1,8.0,1,10,5,Eliminated Week 8,14,40,1,0.7288135593220338,6.0,1.0,-1.2988132613468604,1,-4.60517018598809,1e-10
10,Pamela Anderson,Damian Whitewood,1,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.84,0.0,0.0,0.6212607441973956,0,-2.0932591754491336,1e-10
10,Pamela Anderson,Damian Whitewood,2,22.0,3,0,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.7857142857142857,3.5,0.0,0.4690415759823429,0,-2.0932591754491336,1e-10
10,Pamela Anderson,Damian Whitewood,3,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.8076923076923077,4.0,1.0,0.19407044055049946,0,-2.3025850929940463,1e-10
10,Pamela Anderson,Damian Whitewood,4,23.5,3,1,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.9038461538461539,5.0,0.0,0.836319876822463,0,-2.5584278811044956,1e-10
10,Pamela Anderson,Damian Whitewood,5,21.0,3,0,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.7241379310344828,3.0,1.0,-0.14159136794714974,0,-2.8782313662425554,1e-10
10,Pamela Anderson,Damian Whitewood,6,29.9998,3,1,1,7.0,0,10,6,Eliminated Week 7,15,42,0,0.8333300925835906,5.0,1.0,0.03724153112323776,0,-3.28940727570578,1e-10
10,Pamela Anderson,Damian Whitewood,7,25.5,3,1,1,7.0,1,10,6,Eliminated Week 7,15,42,0,0.9444444444444444,4.0,1.0,-0.47036043419179996,0,-3.837641821656742,1e-10
10,Shannen Doherty,Mark Ballas,1,18.0,3,0,1,2.0,0,10,11,Eliminated Week 2,16,38,1,0.72,0.0,1.0,-0.3106303720986978,1,-2.0932591754491336,1e-10
10,Shannen Doherty,Mark Ballas,2,20.0,3,0,1,2.0,1,10,11,Eliminated Week 2,16,38,1,0.7142857142857143,7.0,1.0,0.0,1,-2.0932591754491336,1e-10
11,Audrina Patridge,Tony Dovolani,1,19.0,3,0,1,6.0,0,10,7,Eliminated Week 6,17,25,0,0.7916666666666666,0.0,0.0,0.02582849991008094,1,-2.2252731466761833,1e-10
11,Audrina Patridge,Tony Dovolani,2,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,17,25,0,0.9583333333333334,5.5,0.0,0.9245311946511805,1,-2.0932591754491336,1e-10
11,Audrina Patridge,Tony Dovolani,3,26.0,3,0,1,6.0,0,10,7,Eliminated Week 6,17,25,0,1.0,2.0,0.0,1.5550318345163545,1,-4.465446792508078,1e-10
11,Audrina Patridge,Tony Dovolani,4,23.0,3,1,1,6.0,0,10,7,Eliminated Week 6,17,25,0,0.8214285714285714,1.0,0.0,0.7463350358856324,1,-2.5584278811044956,1e-10
11,Audrina Patridge,Tony Dovolani,5,23.0,3,0,1,6.0,0,10,7,Eliminated Week 6,17,25,0,0.8518518518518519,3.0,1.0,0.09166984970282113,1,-2.8782313662425554,1e-10
11,Audrina Patridge,Tony Dovolani,6,31.9998,3,1,1,6.0,1,10,7,Eliminated Week 6,17,25,0,0.8888858024605625,5.0,0.0,0.6190785667501139,1,-3.28940727570578,1e-10
11,Brandy,Maksim Chmerkoskiy,1,23.0,3,0,1,9.0,0,10,4,Eliminated Week 9,18,31,0,0.9583333333333334,0.0,0.0,1.2655964955939836,1,-2.2252731466761833,1e-10
11,Brandy,Maksim Chmerkoskiy,2,21.0,3,0,1,9.0,0,10,4,Eliminated Week 9,18,31,0,0.875,2.5,1.0,0.28891599832849413,1,-2.0932591754491336,1e-10
11,Brandy,Maksim Chmerkoskiy,3,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9,18,31,0,0.9230769230769231,6.0,0.0,0.7575796116874545,1,-4.465446792508078,1e-10
11,Brandy,Maksim Chmerkoskiy,4,24.0,3,0,1,9.0,0,10,4,Eliminated Week 9,18,31,0,0.8571428571428571,3.0,0.0,0.9862284402774429,1,-2.5584278811044956,1e-10
11,Brandy,Maksim Chmerkoskiy,5,27.0,3,0,1,9.0,0,10,4,Eliminated Week 9,18,31,0,1.0,2.0,0.0,1.5583874449479593,1,-2.8782313662425554,1e-10
11,Brandy,Maksim Chmerkoskiy,6,35.9999,3,1,1,9.0,0,10,4,Eliminated Week 9,18,31,0,1.0,1.0,0.0,1.6388048627740608,1,-3.28940727570578,1e-10
11,Brandy,Maksim Chmerkoskiy,7,36.5,4,1,1,9.0,0,10,4,Eliminated Week 9,18,31,0,1.0,1.0,0.0,1.194648260376006,1,-3.837641821656742,1e-10
11,Brandy,Maksim Chmerkoskiy,8,28.5,3,1,1,9.0,0,10,4,Eliminated Week 9,18,31,0,1.0,1.5,0.0,0.8856148855400954,1,-4.60517018598809,1e-10
11,Brandy,Maksim Chmerkoskiy,9,28.5,3,1,1,9.0,1,10,4,Eliminated Week 9,18,31,0,0.95,1.5,1.0,0.0,1,-5.756462732485114,1e-10
11,Bristol Palin,Mark Ballas,1,18.0,3,0,1,11.0,0,10,3,3rd Place,19,19,0,0.75,0.0,1.0,-0.2841134990108947,1,1.4521536874519718,3.954450846490451e-09
11,Bristol Palin,Mark Ballas,2,22.0,3,0,1,11.0,0,10,3,3rd Place,19,19,0,0.9166666666666666,7.5,0.0,0.6067235964898373,1,-2.0932591754491336,1e-10
11,Bristol Palin,Mark Ballas,3,19.0,3,0,1,11.0,0,10,3,3rd Place,19,19,0,0.7307692307692307,3.5,1.0,-1.2360509453847957,1,17.757099377367197,0.4478464906592475
11,Bristol Palin,Mark Ballas,4,16.0,3,1,1,11.0,0,10,3,3rd Place,19,19,0,0.5714285714285714,9.0,1.0,-0.9329187948570408,1,-2.5584278811044956,1e-10
11,Bristol Palin,Mark Ballas,5,18.0,3,0,1,11.0,0,10,3,3rd Place,19,19,0,0.6666666666666666,8.0,1.0,-1.7417271443536015,1,-2.8782313662425554,1e-10
11,Bristol Palin,Mark Ballas,6,27.9998,3,1,1,11.0,0,10,3,3rd Place,19,19,0,0.7777743827066187,8.0,1.0,-0.4006222367537464,1,-3.28940727570578,1e-10
11,Bristol Palin,Mark Ballas,7,32.5,4,1,1,11.0,0,10,3,3rd Place,19,19,0,0.8904109589041096,6.0,1.0,-1.5359763347691506,1,-3.837641821656742,1e-10
11,Bristol Palin,Mark Ballas,8,23.5,3,1,1,11.0,0,10,3,3rd Place,19,19,0,0.8245614035087719,6.0,1.0,-1.328422328310143,1,-4.60517018598809,1e-10
11,Bristol Palin,Mark Ballas,9,26.5,3,1,1,11.0,0,10,3,3rd Place,19,19,0,0.8833333333333333,5.0,1.0,-1.5689290811054724,1,-5.756462732485114,1e-10
11,Bristol Palin,Mark Ballas,10,25.666600000000003,3,1,1,11.0,0,10,3,3rd Place,19,19,0,0.8555533333333334,4.0,1.0,-1.120610202567265,1,-7.6752836433134854,1e-10
11,David Hasselhoff,Kym Johnson,1,15.0,3,0,1,1.0,1,10,12,Eliminated Week 1,20,58,1,0.625,0.0,1.0,-1.2139394957738217,1,-2.2252731466761833,1e-10
11,Florence Henderson,Corky Ballas,1,18.0,3,0,1,5.0,0,10,8,Eliminated Week 5,21,76,1,0.75,0.0,1.0,-0.2841134990108947,1,-2.2252731466761833,1e-10
11,Florence Henderson,Corky Ballas,2,19.0,3,0,1,5.0,0,10,8,Eliminated Week 5,21,76,1,0.7916666666666666,7.5,1.0,-0.3466991979941923,1,-2.0932591754491336,1e-10
11,Florence Henderson,Corky Ballas,3,20.0,3,0,1,5.0,0,10,8,Eliminated Week 5,21,76,1,0.7692307692307693,8.0,1.0,-0.8373248339703456,1,-4.465446792508078,1e-10
11,Florence Henderson,Corky Ballas,4,17.5,3,1,1,5.0,0,10,8,Eliminated Week 5,21,76,1,0.625,7.5,1.0,-0.5730786882693251,1,-2.5584278811044956,1e-10
11,Florence Henderson,Corky Ballas,5,21.0,3,0,1,5.0,1,10,8,Eliminated Week 5,21,76,1,0.7777777777777778,6.0,1.0,-0.641688947919748,1,-2.8782313662425554,1e-10
11,Jennifer Grey,Derek Hough,1,24.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,1.0,0.0,0.0,1.5755384945149593,1,-2.2252731466761833,1e-10
11,Jennifer Grey,Derek Hough,2,24.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,1.0,1.0,0.0,1.2423387928125238,1,-2.0932591754491336,1e-10
11,Jennifer Grey,Derek Hough,3,24.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,0.9230769230769231,1.0,0.0,0.7575796116874545,1,-4.465446792508078,1e-10
11,Jennifer Grey,Derek Hough,4,28.0,3,1,1,11.0,0,10,1,1st Place,22,50,1,1.0,3.0,0.0,1.9458020578446849,1,-2.5584278811044956,1e-10
11,Jennifer Grey,Derek Hough,5,25.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,0.9259259259259259,1.0,0.0,0.8250286473253902,1,-2.8782313662425554,1e-10
11,Jennifer Grey,Derek Hough,6,29.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,0.8055577932160923,2.0,1.0,-0.14564605083760626,1,-3.28940727570578,1e-10
11,Jennifer Grey,Derek Hough,7,36.5,4,1,1,11.0,0,10,1,1st Place,22,50,1,1.0,5.0,0.0,1.194648260376006,1,-3.837641821656742,1e-10
11,Jennifer Grey,Derek Hough,8,28.5,3,1,1,11.0,0,10,1,1st Place,22,50,1,1.0,1.5,0.0,0.8856148855400954,1,-4.60517018598809,1e-10
11,Jennifer Grey,Derek Hough,9,30.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,1.0,1.5,0.0,1.1766968108291043,1,-5.756462732485114,1e-10
11,Jennifer Grey,Derek Hough,10,30.0,3,0,1,11.0,0,10,1,1st Place,22,50,1,1.0,1.0,0.0,1.3074159233352312,1,-7.6752836433134854,1e-10
11,Kurt Warner,Anna Trebunskaya,1,19.0,3,0,1,8.0,0,10,5,Eliminated Week 8,23,39,0,0.7916666666666666,0.0,0.0,0.02582849991008094,1,-2.2252731466761833,1e-10
