area_code,area_title,area_type,occ_code,occ_title,emp,a_mean,h_mean,a_median,h_median,a_pct10,a_pct25,a_pct75,a_pct90,oews_year,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline
29,Missouri,2,27-3041,Editors,1020.0,63520.0,30.54,58740.0,28.24,35360.0,47100.0,80140.0,96740.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
30,Montana,2,27-3041,Editors,210.0,49260.0,23.68,45470.0,21.86,35190.0,39580.0,56120.0,70180.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
31,Nebraska,2,27-3041,Editors,300.0,48350.0,23.25,40100.0,19.28,24960.0,30930.0,59110.0,78050.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
32,Nevada,2,27-3041,Editors,310.0,68110.0,32.74,62910.0,30.25,38770.0,47990.0,83170.0,94760.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
33,New Hampshire,2,27-3041,Editors,240.0,70770.0,34.02,65920.0,31.69,35050.0,45270.0,85190.0,115970.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
34,New Jersey,2,27-3041,Editors,2190.0,,,,,,,,,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
35,New Mexico,2,27-3041,Editors,270.0,76270.0,36.67,61250.0,29.45,38270.0,45130.0,96630.0,132240.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
36,New York,2,27-3041,Editors,17410.0,114590.0,55.09,98620.0,47.41,55810.0,74860.0,132950.0,174670.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
37,North Carolina,2,27-3041,Editors,2000.0,73920.0,35.54,64340.0,30.93,38410.0,49250.0,84070.0,100650.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
38,North Dakota,2,27-3041,Editors,210.0,57330.0,27.56,56660.0,27.24,28660.0,36740.0,61740.0,90220.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
39,Ohio,2,27-3041,Editors,1770.0,72240.0,34.73,61330.0,29.49,42100.0,49120.0,84880.0,106100.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
40,Oklahoma,2,27-3041,Editors,540.0,51470.0,24.75,45560.0,21.91,28240.0,33090.0,64230.0,80610.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
41,Oregon,2,27-3041,Editors,890.0,72630.0,34.92,72780.0,34.99,40060.0,57270.0,83050.0,108520.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
42,Pennsylvania,2,27-3041,Editors,3500.0,74370.0,35.75,63790.0,30.67,36900.0,45850.0,93370.0,125900.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
44,Rhode Island,2,27-3041,Editors,310.0,71750.0,34.5,64740.0,31.12,38000.0,47480.0,83660.0,107190.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
45,South Carolina,2,27-3041,Editors,560.0,67330.0,32.37,58210.0,27.98,25740.0,45000.0,84800.0,116310.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
46,South Dakota,2,27-3041,Editors,100.0,56460.0,27.14,57260.0,27.53,42990.0,45330.0,62630.0,66600.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
47,Tennessee,2,27-3041,Editors,960.0,60610.0,29.14,51060.0,24.55,34670.0,40130.0,76390.0,94410.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
48,Texas,2,27-3041,Editors,8190.0,47600.0,22.88,28860.0,13.88,27610.0,28620.0,55000.0,89030.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
49,Utah,2,27-3041,Editors,550.0,67560.0,32.48,59860.0,28.78,36570.0,43410.0,82240.0,114180.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
50,Vermont,2,27-3041,Editors,220.0,72490.0,34.85,62710.0,30.15,45280.0,50220.0,84100.0,136570.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
51,Virginia,2,27-3041,Editors,3150.0,85890.0,41.29,79080.0,38.02,44410.0,58490.0,103300.0,130260.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
53,Washington,2,27-3041,Editors,2800.0,91180.0,43.84,85250.0,40.99,57020.0,68670.0,102310.0,133290.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
54,West Virginia,2,27-3041,Editors,350.0,68480.0,32.92,76760.0,36.9,28360.0,41990.0,96890.0,100070.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
55,Wisconsin,2,27-3041,Editors,1140.0,62700.0,30.15,58940.0,28.34,36760.0,46340.0,76190.0,92690.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
56,Wyoming,2,27-3041,Editors,170.0,55680.0,26.77,43280.0,20.81,19350.0,38290.0,66560.0,111400.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
8,Colorado,2,27-3041,Editors,1710.0,77770.0,37.39,75660.0,36.38,44310.0,58910.0,94630.0,113920.0,2024,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855
1,Alabama,2,27-3042,Technical Writers,830.0,84970.0,40.85,80570.0,38.74,56260.0,68080.0,100950.0,116440.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
2,Alaska,2,27-3042,Technical Writers,,75610.0,36.35,80640.0,38.77,41790.0,61270.0,85340.0,97320.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
4,Arizona,2,27-3042,Technical Writers,710.0,83640.0,40.21,82100.0,39.47,47410.0,61950.0,101940.0,118940.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
5,Arkansas,2,27-3042,Technical Writers,130.0,71420.0,34.34,62490.0,30.04,40930.0,47450.0,77380.0,106300.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
6,California,2,27-3042,Technical Writers,13210.0,107260.0,51.57,100440.0,48.29,80390.0,100440.0,100440.0,141130.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
9,Connecticut,2,27-3042,Technical Writers,1040.0,107000.0,51.44,109400.0,52.6,64550.0,82430.0,125760.0,125760.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
10,Delaware,2,27-3042,Technical Writers,100.0,,,,,,,,,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
11,District of Columbia,2,27-3042,Technical Writers,550.0,97970.0,47.1,89180.0,42.87,65090.0,69210.0,124200.0,140570.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
12,Florida,2,27-3042,Technical Writers,2590.0,87110.0,41.88,80840.0,38.86,55550.0,66000.0,102550.0,125310.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
13,Georgia,2,27-3042,Technical Writers,1710.0,79200.0,38.08,72440.0,34.83,50030.0,50030.0,98170.0,121370.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
16,Idaho,2,27-3042,Technical Writers,270.0,83320.0,40.06,79490.0,38.22,52240.0,62050.0,96700.0,110630.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
17,Illinois,2,27-3042,Technical Writers,1180.0,86530.0,41.6,79690.0,38.31,52320.0,62550.0,101680.0,124280.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
18,Indiana,2,27-3042,Technical Writers,1070.0,80190.0,38.55,78240.0,37.62,53050.0,62590.0,86420.0,107160.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
19,Iowa,2,27-3042,Technical Writers,680.0,67390.0,32.4,63680.0,30.61,50160.0,54580.0,77990.0,87370.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
20,Kansas,2,27-3042,Technical Writers,350.0,71620.0,34.43,72330.0,34.78,38800.0,53760.0,87510.0,101070.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
21,Kentucky,2,27-3042,Technical Writers,330.0,78730.0,37.85,70970.0,34.12,50380.0,57030.0,90480.0,123990.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
22,Louisiana,2,27-3042,Technical Writers,250.0,70810.0,34.04,59250.0,28.49,40720.0,52180.0,79160.0,130980.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
23,Maine,2,27-3042,Technical Writers,,76670.0,36.86,70570.0,33.93,45880.0,59710.0,94370.0,116640.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
24,Maryland,2,27-3042,Technical Writers,1770.0,97900.0,47.07,98350.0,47.29,67100.0,77620.0,114360.0,131610.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
25,Massachusetts,2,27-3042,Technical Writers,1750.0,106090.0,51.0,102640.0,49.34,67200.0,77000.0,128710.0,147560.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
26,Michigan,2,27-3042,Technical Writers,1170.0,83830.0,40.3,78750.0,37.86,47330.0,60320.0,101760.0,123710.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
27,Minnesota,2,27-3042,Technical Writers,1210.0,78880.0,37.92,76770.0,36.91,55640.0,62330.0,93060.0,105960.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
28,Mississippi,2,27-3042,Technical Writers,100.0,65440.0,31.46,62680.0,30.14,43590.0,52270.0,76200.0,84110.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
29,Missouri,2,27-3042,Technical Writers,580.0,77640.0,37.33,81150.0,39.02,46860.0,59700.0,89480.0,108380.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
30,Montana,2,27-3042,Technical Writers,50.0,70720.0,34.0,63090.0,30.33,53980.0,60100.0,77790.0,95640.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
31,Nebraska,2,27-3042,Technical Writers,220.0,74370.0,35.75,65480.0,31.48,49330.0,59260.0,90060.0,107360.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
32,Nevada,2,27-3042,Technical Writers,200.0,86680.0,41.67,85860.0,41.28,59440.0,71360.0,99100.0,111880.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
33,New Hampshire,2,27-3042,Technical Writers,170.0,99610.0,47.89,91710.0,44.09,58650.0,68970.0,123950.0,152490.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
34,New Jersey,2,27-3042,Technical Writers,1350.0,95170.0,45.76,86990.0,41.82,54070.0,69230.0,113160.0,140790.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
35,New Mexico,2,27-3042,Technical Writers,390.0,80790.0,38.84,78840.0,37.91,54170.0,63460.0,94720.0,104950.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
36,New York,2,27-3042,Technical Writers,2030.0,89060.0,42.82,82980.0,39.89,38930.0,51990.0,108060.0,149990.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
37,North Carolina,2,27-3042,Technical Writers,2000.0,95740.0,46.03,87330.0,41.98,60260.0,72020.0,109910.0,150100.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
38,North Dakota,2,27-3042,Technical Writers,60.0,76550.0,36.8,65740.0,31.61,47680.0,48220.0,104670.0,104720.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
39,Ohio,2,27-3042,Technical Writers,1570.0,75540.0,36.32,70640.0,33.96,50600.0,59400.0,89810.0,105840.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
40,Oklahoma,2,27-3042,Technical Writers,680.0,70140.0,33.72,66560.0,32.0,43850.0,52260.0,86570.0,97120.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
41,Oregon,2,27-3042,Technical Writers,650.0,95430.0,45.88,83200.0,40.0,57440.0,70310.0,111340.0,148930.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
42,Pennsylvania,2,27-3042,Technical Writers,1390.0,84380.0,40.57,78970.0,37.97,48680.0,61140.0,96950.0,125830.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
44,Rhode Island,2,27-3042,Technical Writers,410.0,93500.0,44.95,100580.0,48.36,62070.0,86630.0,100770.0,101930.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
45,South Carolina,2,27-3042,Technical Writers,520.0,83030.0,39.92,78660.0,37.82,55340.0,66570.0,98010.0,109040.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
46,South Dakota,2,27-3042,Technical Writers,100.0,61400.0,29.52,60310.0,28.99,47350.0,52090.0,67230.0,78370.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
47,Tennessee,2,27-3042,Technical Writers,650.0,74730.0,35.93,76950.0,37.0,46450.0,56250.0,83220.0,105280.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
48,Texas,2,27-3042,Technical Writers,3670.0,81500.0,39.18,79060.0,38.01,48920.0,58200.0,98430.0,120160.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
49,Utah,2,27-3042,Technical Writers,620.0,80380.0,38.64,74940.0,36.03,45000.0,60730.0,97000.0,126110.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
50,Vermont,2,27-3042,Technical Writers,80.0,102300.0,49.19,83680.0,40.23,55690.0,67520.0,101080.0,219050.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
51,Virginia,2,27-3042,Technical Writers,2520.0,91130.0,43.81,84000.0,40.39,59870.0,65820.0,106300.0,131960.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
53,Washington,2,27-3042,Technical Writers,1680.0,101840.0,48.96,93230.0,44.82,59890.0,75970.0,124180.0,163110.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
54,West Virginia,2,27-3042,Technical Writers,80.0,68520.0,32.94,62250.0,29.93,44240.0,48840.0,79070.0,114050.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
55,Wisconsin,2,27-3042,Technical Writers,780.0,79920.0,38.42,76090.0,36.58,54910.0,62760.0,92750.0,104000.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
8,Colorado,2,27-3042,Technical Writers,1820.0,104100.0,50.05,103960.0,49.98,66860.0,83180.0,108840.0,136930.0,2024,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848
1,Alabama,2,27-3043,Writers and Authors,170.0,64040.0,30.79,57120.0,27.46,36150.0,40540.0,75450.0,108510.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
4,Arizona,2,27-3043,Writers and Authors,580.0,65360.0,31.42,62640.0,30.11,38110.0,47450.0,75720.0,98690.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
5,Arkansas,2,27-3043,Writers and Authors,280.0,51080.0,24.56,46490.0,22.35,34840.0,41260.0,57500.0,71300.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
6,California,2,27-3043,Writers and Authors,8950.0,96880.0,46.58,80470.0,38.69,45880.0,58170.0,111610.0,163180.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
9,Connecticut,2,27-3043,Writers and Authors,640.0,92350.0,44.4,80950.0,38.92,41210.0,61190.0,102580.0,140640.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
10,Delaware,2,27-3043,Writers and Authors,40.0,65030.0,31.26,57310.0,27.55,48180.0,50090.0,68910.0,93860.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
11,District of Columbia,2,27-3043,Writers and Authors,1240.0,122310.0,58.8,121160.0,58.25,63790.0,80060.0,153340.0,176550.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
12,Florida,2,27-3043,Writers and Authors,2440.0,79820.0,38.38,65830.0,31.65,42100.0,50220.0,86460.0,135210.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
13,Georgia,2,27-3043,Writers and Authors,1200.0,78720.0,37.85,64070.0,30.8,36340.0,59040.0,84000.0,116480.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
15,Hawaii,2,27-3043,Writers and Authors,40.0,,,,,,,,,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
16,Idaho,2,27-3043,Writers and Authors,100.0,71280.0,34.27,65450.0,31.47,37250.0,44760.0,95640.0,109610.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
17,Illinois,2,27-3043,Writers and Authors,2010.0,73530.0,35.35,66180.0,31.82,36950.0,49040.0,93600.0,121080.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
18,Indiana,2,27-3043,Writers and Authors,510.0,71970.0,34.6,62080.0,29.85,47070.0,50770.0,79830.0,102510.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
19,Iowa,2,27-3043,Writers and Authors,280.0,57130.0,27.47,54990.0,26.44,31990.0,48410.0,63980.0,81170.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
20,Kansas,2,27-3043,Writers and Authors,190.0,55750.0,26.8,59440.0,28.58,15890.0,18040.0,79350.0,100090.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
21,Kentucky,2,27-3043,Writers and Authors,340.0,51470.0,24.75,43450.0,20.89,35430.0,38990.0,61180.0,75330.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
22,Louisiana,2,27-3043,Writers and Authors,380.0,69090.0,33.22,70810.0,34.04,26520.0,42990.0,95510.0,108480.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
23,Maine,2,27-3043,Writers and Authors,,67940.0,32.66,65000.0,31.25,33280.0,49330.0,77080.0,102350.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
24,Maryland,2,27-3043,Writers and Authors,620.0,108860.0,52.34,107540.0,51.7,57830.0,77920.0,139370.0,155950.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
25,Massachusetts,2,27-3043,Writers and Authors,1260.0,92520.0,44.48,78440.0,37.71,48810.0,63000.0,102370.0,137130.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
26,Michigan,2,27-3043,Writers and Authors,860.0,58880.0,28.31,61800.0,29.71,35530.0,45760.0,68510.0,81580.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
27,Minnesota,2,27-3043,Writers and Authors,980.0,72500.0,34.86,65900.0,31.68,46690.0,58810.0,82520.0,103690.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
28,Mississippi,2,27-3043,Writers and Authors,130.0,53580.0,25.76,51230.0,24.63,27150.0,40450.0,61860.0,83950.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
29,Missouri,2,27-3043,Writers and Authors,550.0,63900.0,30.72,59040.0,28.38,39970.0,47290.0,73570.0,99570.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
30,Montana,2,27-3043,Writers and Authors,90.0,63790.0,30.67,59990.0,28.84,44550.0,51590.0,65470.0,83770.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
31,Nebraska,2,27-3043,Writers and Authors,200.0,74300.0,35.72,64150.0,30.84,41790.0,52900.0,78540.0,94320.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
32,Nevada,2,27-3043,Writers and Authors,200.0,59870.0,28.78,52700.0,25.34,39230.0,47820.0,66360.0,84220.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
33,New Hampshire,2,27-3043,Writers and Authors,230.0,67550.0,32.48,60690.0,29.18,38120.0,42920.0,85340.0,112820.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
34,New Jersey,2,27-3043,Writers and Authors,1610.0,79770.0,38.35,75640.0,36.36,45790.0,53990.0,96160.0,119180.0,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
35,New Mexico,2,27-3043,Writers and Authors,60.0,99610.0,47.89,73790.0,35.47,46230.0,61110.0,95090.0,,2024,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744
