area_code,area_title,area_type,occ_code,occ_title,emp,a_mean,h_mean,a_median,h_median,a_pct10,a_pct25,a_pct75,a_pct90,oews_year
99,U.S.,1,11-9120,Natural Sciences Managers,100870.0,173500.0,83.41,161180.0,77.49,79830.0,114110.0,214820.0,,2024
99,U.S.,1,11-9121,Natural Sciences Managers,100870.0,173500.0,83.41,161180.0,77.49,79830.0,114110.0,214820.0,,2024
99,U.S.,1,11-9130,Postmasters and Mail Superintendents,13810.0,93760.0,45.08,92730.0,44.58,81430.0,87150.0,99590.0,109140.0,2024
99,U.S.,1,11-9131,Postmasters and Mail Superintendents,13810.0,93760.0,45.08,92730.0,44.58,81430.0,87150.0,99590.0,109140.0,2024
99,U.S.,1,11-9140,"Property, Real Estate, and Community Association Managers",296640.0,82720.0,39.77,66700.0,32.07,39360.0,49530.0,95760.0,141040.0,2024
99,U.S.,1,11-9141,"Property, Real Estate, and Community Association Managers",296640.0,82720.0,39.77,66700.0,32.07,39360.0,49530.0,95760.0,141040.0,2024
99,U.S.,1,11-9150,Social and Community Service Managers,195490.0,86100.0,41.39,78240.0,37.61,50020.0,62420.0,100600.0,129820.0,2024
99,U.S.,1,11-9151,Social and Community Service Managers,195490.0,86100.0,41.39,78240.0,37.61,50020.0,62420.0,100600.0,129820.0,2024
99,U.S.,1,11-9160,Emergency Management Directors,12570.0,97700.0,46.97,86130.0,41.41,51260.0,64470.0,119690.0,160420.0,2024
99,U.S.,1,11-9161,Emergency Management Directors,12570.0,97700.0,46.97,86130.0,41.41,51260.0,64470.0,119690.0,160420.0,2024
99,U.S.,1,11-9170,Personal Service Managers,23610.0,78970.0,37.97,70560.0,33.92,40670.0,52070.0,95420.0,124950.0,2024
99,U.S.,1,11-9171,Funeral Home Managers,13120.0,85650.0,41.18,76830.0,36.94,45820.0,59780.0,99330.0,132470.0,2024
99,U.S.,1,11-9179,"Personal Service Managers, All Other",10490.0,70620.0,33.95,61340.0,29.49,36880.0,47670.0,82890.0,111130.0,2024
99,U.S.,1,11-9190,Miscellaneous Managers,630980.0,149890.0,72.06,136550.0,65.65,68860.0,100010.0,179190.0,227590.0,2024
99,U.S.,1,11-9199,"Managers, All Other",630980.0,149890.0,72.06,136550.0,65.65,68860.0,100010.0,179190.0,227590.0,2024
99,U.S.,1,13-0000,Business and Financial Operations Occupations,10351440.0,93680.0,45.04,80920.0,38.9,47310.0,61430.0,109370.0,150040.0,2024
99,U.S.,1,13-1000,Business Operations Specialists,7318320.0,91020.0,43.76,80410.0,38.66,46690.0,60690.0,108270.0,143140.0,2024
99,U.S.,1,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",14220.0,165600.0,79.62,96310.0,46.3,48530.0,63100.0,168850.0,,2024
99,U.S.,1,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",14220.0,165600.0,79.62,96310.0,46.3,48530.0,63100.0,168850.0,,2024
99,U.S.,1,13-1020,Buyers and Purchasing Agents,486900.0,81720.0,39.29,75650.0,36.37,46460.0,58670.0,99190.0,127520.0,2024
99,U.S.,1,13-1020,Buyers and Purchasing Agents,486900.0,81720.0,39.29,75650.0,36.37,46460.0,58670.0,99190.0,127520.0,2024
99,U.S.,1,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",312810.0,78720.0,37.85,76790.0,36.92,47860.0,60220.0,95860.0,111360.0,2024
99,U.S.,1,13-1031,"Claims Adjusters, Examiners, and Investigators",305020.0,78770.0,37.87,76790.0,36.92,47810.0,60100.0,95990.0,112150.0,2024
99,U.S.,1,13-1032,"Insurance Appraisers, Auto Damage",7790.0,77050.0,37.04,76650.0,36.85,56690.0,64280.0,86430.0,101800.0,2024
99,U.S.,1,13-1040,Compliance Officers,397770.0,84980.0,40.86,78420.0,37.7,46230.0,59130.0,104800.0,130030.0,2024
99,U.S.,1,13-1041,Compliance Officers,397770.0,84980.0,40.86,78420.0,37.7,46230.0,59130.0,104800.0,130030.0,2024
99,U.S.,1,13-1050,Cost Estimators,219530.0,83160.0,39.98,77070.0,37.05,46330.0,59830.0,99630.0,128640.0,2024
99,U.S.,1,13-1051,Cost Estimators,219530.0,83160.0,39.98,77070.0,37.05,46330.0,59830.0,99630.0,128640.0,2024
99,U.S.,1,13-1070,Human Resources Workers,982460.0,80860.0,38.88,74220.0,35.68,45560.0,56540.0,98470.0,128180.0,2024
99,U.S.,1,13-1071,Human Resources Specialists,917460.0,79730.0,38.33,72910.0,35.05,45440.0,55870.0,97270.0,126540.0,2024
99,U.S.,1,13-1074,Farm Labor Contractors,410.0,51910.0,24.96,48690.0,23.41,29800.0,32860.0,58250.0,86860.0,2024
99,U.S.,1,13-1075,Labor Relations Specialists,64590.0,97130.0,46.7,93500.0,44.95,49880.0,67670.0,123090.0,153440.0,2024
99,U.S.,1,13-1080,Logisticians and Project Management Specialists,1241800.0,104210.0,50.1,98070.0,47.15,57540.0,74260.0,129100.0,162670.0,2024
99,U.S.,1,13-1081,Logisticians,235640.0,87600.0,42.12,80880.0,38.89,49260.0,62920.0,104330.0,132110.0,2024
99,U.S.,1,13-1082,Project Management Specialists,1006160.0,108100.0,51.97,100750.0,48.44,59830.0,76950.0,131660.0,165790.0,2024
99,U.S.,1,13-1110,Management Analysts,893900.0,114710.0,55.15,101190.0,48.65,59720.0,76770.0,133140.0,174140.0,2024
99,U.S.,1,13-1111,Management Analysts,893900.0,114710.0,55.15,101190.0,48.65,59720.0,76770.0,133140.0,174140.0,2024
99,U.S.,1,13-1120,"Meeting, Convention, and Event Planners",134670.0,65090.0,31.29,59440.0,28.58,35990.0,45610.0,77150.0,101310.0,2024
99,U.S.,1,13-1121,"Meeting, Convention, and Event Planners",134670.0,65090.0,31.29,59440.0,28.58,35990.0,45610.0,77150.0,101310.0,2024
99,U.S.,1,13-1130,Fundraisers,105930.0,73130.0,35.16,66490.0,31.97,43200.0,52590.0,85280.0,106960.0,2024
99,U.S.,1,13-1131,Fundraisers,105930.0,73130.0,35.16,66490.0,31.97,43200.0,52590.0,85280.0,106960.0,2024
99,U.S.,1,13-1140,"Compensation, Benefits, and Job Analysis Specialists",102370.0,82920.0,39.86,77020.0,37.03,48300.0,59700.0,99210.0,128830.0,2024
99,U.S.,1,13-1141,"Compensation, Benefits, and Job Analysis Specialists",102370.0,82920.0,39.86,77020.0,37.03,48300.0,59700.0,99210.0,128830.0,2024
99,U.S.,1,13-1150,Training and Development Specialists,436610.0,73760.0,35.46,65850.0,31.66,37510.0,48900.0,91550.0,120190.0,2024
99,U.S.,1,13-1151,Training and Development Specialists,436610.0,73760.0,35.46,65850.0,31.66,37510.0,48900.0,91550.0,120190.0,2024
99,U.S.,1,13-1160,Market Research Analysts and Marketing Specialists,861140.0,86480.0,41.58,76950.0,37.0,42070.0,56220.0,104870.0,144610.0,2024
99,U.S.,1,13-1161,Market Research Analysts and Marketing Specialists,861140.0,86480.0,41.58,76950.0,37.0,42070.0,56220.0,104870.0,144610.0,2024
99,U.S.,1,13-1190,Miscellaneous Business Operations Specialists,1128200.0,92380.0,44.41,81270.0,39.07,46230.0,60820.0,110030.0,147830.0,2024
99,U.S.,1,13-1199,"Business Operations Specialists, All Other",1128200.0,92380.0,44.41,81270.0,39.07,46230.0,60820.0,110030.0,147830.0,2024
99,U.S.,1,13-2000,Financial Specialists,3033120.0,100090.0,48.12,82140.0,39.49,48960.0,63030.0,114220.0,162290.0,2024
99,U.S.,1,13-2010,Accountants and Auditors,1448290.0,93520.0,44.96,81680.0,39.27,52780.0,64660.0,106450.0,141420.0,2024
99,U.S.,1,13-2011,Accountants and Auditors,1448290.0,93520.0,44.96,81680.0,39.27,52780.0,64660.0,106450.0,141420.0,2024
99,U.S.,1,13-2020,Property Appraisers and Assessors,59070.0,77160.0,37.1,65420.0,31.45,38480.0,49310.0,90810.0,122760.0,2024
99,U.S.,1,13-2020,Property Appraisers and Assessors,59070.0,77160.0,37.1,65420.0,31.45,38480.0,49310.0,90810.0,122760.0,2024
99,U.S.,1,13-2030,Budget Analysts,47170.0,93920.0,45.15,87930.0,42.27,60510.0,72240.0,110380.0,134640.0,2024
99,U.S.,1,13-2031,Budget Analysts,47170.0,93920.0,45.15,87930.0,42.27,60510.0,72240.0,110380.0,134640.0,2024
99,U.S.,1,13-2040,Credit Analysts,67370.0,98040.0,47.14,80970.0,38.93,52930.0,63850.0,113850.0,168840.0,2024
99,U.S.,1,13-2041,Credit Analysts,67370.0,98040.0,47.14,80970.0,38.93,52930.0,63850.0,113850.0,168840.0,2024
99,U.S.,1,13-2050,Financial Analysts and Advisors,775200.0,128420.0,61.74,99990.0,48.07,57870.0,74840.0,137310.0,213800.0,2024
99,U.S.,1,13-2051,Financial and Investment Analysts,340580.0,116490.0,56.01,101350.0,48.73,62410.0,78300.0,132050.0,180550.0,2024
99,U.S.,1,13-2052,Personal Financial Advisors,270480.0,160210.0,77.02,102140.0,49.11,49990.0,70620.0,172540.0,,2024
99,U.S.,1,13-2053,Insurance Underwriters,107820.0,90830.0,43.67,79880.0,38.4,51640.0,63070.0,104820.0,138020.0,2024
99,U.S.,1,13-2054,Financial Risk Specialists,56320.0,119930.0,57.66,106000.0,50.96,62270.0,80280.0,145020.0,182310.0,2024
99,U.S.,1,13-2060,Financial Examiners,62830.0,103650.0,49.83,90400.0,43.46,53420.0,66800.0,127210.0,171540.0,2024
99,U.S.,1,13-2061,Financial Examiners,62830.0,103650.0,49.83,90400.0,43.46,53420.0,66800.0,127210.0,171540.0,2024
99,U.S.,1,13-2070,Credit Counselors and Loan Officers,318640.0,83360.0,40.08,69040.0,33.19,38550.0,49470.0,100090.0,138030.0,2024
99,U.S.,1,13-2071,Credit Counselors,28110.0,55890.0,26.87,50480.0,24.27,38980.0,45420.0,61760.0,77920.0,2024
99,U.S.,1,13-2072,Loan Officers,290530.0,86020.0,41.35,74180.0,35.66,38490.0,50460.0,101920.0,145780.0,2024
99,U.S.,1,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",127100.0,62530.0,30.06,56160.0,27.0,34770.0,41540.0,77130.0,100410.0,2024
99,U.S.,1,13-2081,"Tax Examiners and Collectors, and Revenue Agents",53530.0,67570.0,32.49,59740.0,28.72,40020.0,46820.0,79330.0,110300.0,2024
99,U.S.,1,13-2082,Tax Preparers,73570.0,58860.0,28.3,50560.0,24.31,30500.0,37750.0,75590.0,96240.0,2024
99,U.S.,1,13-2090,Miscellaneous Financial Specialists,127450.0,93890.0,45.14,80190.0,38.55,46420.0,60140.0,109120.0,151780.0,2024
99,U.S.,1,13-2099,"Financial Specialists, All Other",127450.0,93890.0,45.14,80190.0,38.55,46420.0,60140.0,109120.0,151780.0,2024
99,U.S.,1,15-0000,Computer and Mathematical Occupations,5192890.0,116810.0,56.16,105850.0,50.89,54100.0,76350.0,146650.0,180110.0,2024
99,U.S.,1,15-1200,Computer Occupations,4786660.0,116770.0,56.14,105990.0,50.96,53340.0,76180.0,147220.0,180110.0,2024
99,U.S.,1,15-1210,Computer and Information Analysts,677230.0,116130.0,55.83,106890.0,51.39,64450.0,82550.0,137190.0,170060.0,2024
99,U.S.,1,15-1211,Computer Systems Analysts,497800.0,111960.0,53.83,103790.0,49.9,63160.0,80900.0,132360.0,166030.0,2024
99,U.S.,1,15-1212,Information Security Analysts,179430.0,127730.0,61.41,124910.0,60.05,69660.0,92160.0,159600.0,186420.0,2024
99,U.S.,1,15-1220,Computer and Information Research Scientists,38480.0,152310.0,73.23,140910.0,67.74,80670.0,102710.0,181210.0,232120.0,2024
99,U.S.,1,15-1221,Computer and Information Research Scientists,38480.0,152310.0,73.23,140910.0,67.74,80670.0,102710.0,181210.0,232120.0,2024
99,U.S.,1,15-1230,Computer Support Specialists,843660.0,67530.0,32.47,61550.0,29.59,39520.0,48290.0,79020.0,101310.0,2024
99,U.S.,1,15-1231,Computer Network Support Specialists,146450.0,79610.0,38.27,73340.0,35.26,46010.0,56720.0,95710.0,124470.0,2024
99,U.S.,1,15-1232,Computer User Support Specialists,697210.0,64990.0,31.25,60340.0,29.01,38780.0,47580.0,77010.0,98010.0,2024
99,U.S.,1,15-1240,Database and Network Administrators and Architects,633540.0,115840.0,55.69,107480.0,51.67,63580.0,81390.0,138940.0,172190.0,2024
99,U.S.,1,15-1241,Computer Network Architects,177010.0,135890.0,65.33,130390.0,62.69,79520.0,102120.0,164440.0,198030.0,2024
99,U.S.,1,15-1242,Database Administrators,73180.0,107440.0,51.65,104620.0,50.3,56820.0,76100.0,132850.0,160890.0,2024
99,U.S.,1,15-1243,Database Architects,64770.0,142620.0,68.57,135980.0,65.37,81630.0,107900.0,169480.0,209990.0,2024
99,U.S.,1,15-1244,Network and Computer Systems Administrators,318570.0,101190.0,48.65,96800.0,46.54,60320.0,75860.0,123390.0,150320.0,2024
99,U.S.,1,15-1250,"Software and Web Developers, Programmers, and Testers",2154370.0,135910.0,65.34,129320.0,62.17,71740.0,97560.0,165910.0,207830.0,2024
99,U.S.,1,15-1251,Computer Programmers,109870.0,103640.0,49.83,98670.0,47.44,52190.0,71860.0,128960.0,162090.0,2024
99,U.S.,1,15-1252,Software Developers,1654440.0,144570.0,69.5,133080.0,63.98,79850.0,103050.0,169000.0,211450.0,2024
99,U.S.,1,15-1253,Software Quality Assurance Analysts and Testers,199800.0,110260.0,53.01,102610.0,49.33,60690.0,79520.0,131870.0,166960.0,2024
99,U.S.,1,15-1254,Web Developers,78860.0,98790.0,47.5,90930.0,43.72,48560.0,63140.0,124300.0,162870.0,2024
99,U.S.,1,15-1255,Web and Digital Interface Designers,111400.0,111450.0,53.58,98090.0,47.16,47840.0,64990.0,141860.0,192180.0,2024
99,U.S.,1,15-1290,Miscellaneous Computer Occupations,439380.0,116700.0,56.11,108970.0,52.39,52650.0,76360.0,147530.0,176800.0,2024
99,U.S.,1,15-1299,"Computer Occupations, All Other",439380.0,116700.0,56.11,108970.0,52.39,52650.0,76360.0,147530.0,176800.0,2024
99,U.S.,1,15-2000,Mathematical Science Occupations,406230.0,117190.0,56.34,104620.0,50.3,60000.0,78300.0,140930.0,180180.0,2024
99,U.S.,1,15-2010,Actuaries,28340.0,134990.0,64.9,125770.0,60.47,75240.0,90970.0,164860.0,206430.0,2024
99,U.S.,1,15-2011,Actuaries,28340.0,134990.0,64.9,125770.0,60.47,75240.0,90970.0,164860.0,206430.0,2024
99,U.S.,1,15-2020,Mathematicians,2220.0,122520.0,58.91,121680.0,58.5,63430.0,85720.0,153340.0,187660.0,2024
99,U.S.,1,15-2021,Mathematicians,2220.0,122520.0,58.91,121680.0,58.5,63430.0,85720.0,153340.0,187660.0,2024
99,U.S.,1,15-2030,Operations Research Analysts,107760.0,99120.0,47.66,91290.0,43.89,53910.0,66910.0,124120.0,159280.0,2024
99,U.S.,1,15-2031,Operations Research Analysts,107760.0,99120.0,47.66,91290.0,43.89,53910.0,66910.0,124120.0,159280.0,2024
99,U.S.,1,15-2040,Statisticians,29800.0,112330.0,54.01,103300.0,49.66,60390.0,79210.0,137610.0,170700.0,2024
99,U.S.,1,15-2041,Statisticians,29800.0,112330.0,54.01,103300.0,49.66,60390.0,79210.0,137610.0,170700.0,2024
99,U.S.,1,15-2050,Data Scientists,233440.0,124590.0,59.9,112590.0,54.13,63650.0,82630.0,155810.0,194410.0,2024
99,U.S.,1,15-2051,Data Scientists,233440.0,124590.0,59.9,112590.0,54.13,63650.0,82630.0,155810.0,194410.0,2024
99,U.S.,1,15-2090,Miscellaneous Mathematical Science Occupations,4660.0,84700.0,40.72,71490.0,34.37,40330.0,52440.0,101920.0,154140.0,2024
99,U.S.,1,15-2099,"Mathematical Science Occupations, All Other",4660.0,84700.0,40.72,71490.0,34.37,40330.0,52440.0,101920.0,154140.0,2024
99,U.S.,1,17-0000,Architecture and Engineering Occupations,2567210.0,103980.0,49.99,97310.0,46.79,55550.0,74040.0,128080.0,164360.0,2024
99,U.S.,1,17-1000,"Architects, Surveyors, and Cartographers",196590.0,93330.0,44.87,82990.0,39.9,50410.0,64320.0,107020.0,139070.0,2024
99,U.S.,1,17-1010,"Architects, Except Naval",130720.0,101090.0,48.6,94010.0,45.2,59280.0,74280.0,120910.0,157600.0,2024
99,U.S.,1,17-1011,"Architects, Except Landscape and Naval",111140.0,103390.0,49.71,96690.0,46.49,60510.0,76110.0,123300.0,159800.0,2024
99,U.S.,1,17-1012,Landscape Architects,19580.0,88000.0,42.31,79660.0,38.3,51990.0,62650.0,101580.0,132250.0,2024
99,U.S.,1,17-1020,"Surveyors, Cartographers, and Photogrammetrists",65870.0,77920.0,37.46,74120.0,35.64,44870.0,56480.0,95650.0,117910.0,2024
99,U.S.,1,17-1021,Cartographers and Photogrammetrists,12790.0,82860.0,39.84,78380.0,37.68,50500.0,62860.0,99650.0,121440.0,2024
99,U.S.,1,17-1022,Surveyors,53080.0,76730.0,36.89,72740.0,34.97,43680.0,53590.0,94550.0,116330.0,2024
99,U.S.,1,17-2000,Engineers,1746750.0,116760.0,56.13,106070.0,50.99,70240.0,83570.0,137090.0,173010.0,2024
99,U.S.,1,17-2010,Aerospace Engineers,68440.0,141180.0,67.88,134830.0,64.82,85350.0,104740.0,174480.0,205850.0,2024
99,U.S.,1,17-2011,Aerospace Engineers,68440.0,141180.0,67.88,134830.0,64.82,85350.0,104740.0,174480.0,205850.0,2024
99,U.S.,1,17-2020,Agricultural Engineers,1680.0,84240.0,40.5,84630.0,40.69,43020.0,49930.0,103940.0,132700.0,2024
99,U.S.,1,17-2021,Agricultural Engineers,1680.0,84240.0,40.5,84630.0,40.69,43020.0,49930.0,103940.0,132700.0,2024
99,U.S.,1,17-2030,Bioengineers and Biomedical Engineers,21860.0,115020.0,55.3,106950.0,51.42,71860.0,86630.0,133570.0,165060.0,2024
99,U.S.,1,17-2031,Bioengineers and Biomedical Engineers,21860.0,115020.0,55.3,106950.0,51.42,71860.0,86630.0,133570.0,165060.0,2024
99,U.S.,1,17-2040,Chemical Engineers,20330.0,128430.0,61.75,121860.0,58.59,78520.0,96040.0,152290.0,182150.0,2024
99,U.S.,1,17-2041,Chemical Engineers,20330.0,128430.0,61.75,121860.0,58.59,78520.0,96040.0,152290.0,182150.0,2024
99,U.S.,1,17-2050,Civil Engineers,355410.0,107050.0,51.47,99590.0,47.88,65920.0,78790.0,128290.0,160990.0,2024
99,U.S.,1,17-2051,Civil Engineers,355410.0,107050.0,51.47,99590.0,47.88,65920.0,78790.0,128290.0,160990.0,2024
99,U.S.,1,17-2060,Computer Hardware Engineers,75710.0,156770.0,75.37,155020.0,74.53,85430.0,115500.0,185380.0,223820.0,2024
99,U.S.,1,17-2061,Computer Hardware Engineers,75710.0,156770.0,75.37,155020.0,74.53,85430.0,115500.0,185380.0,223820.0,2024
99,U.S.,1,17-2070,Electrical and Electronics Engineers,282740.0,124810.0,60.0,118780.0,57.11,76190.0,92390.0,150530.0,181390.0,2024
99,U.S.,1,17-2071,Electrical Engineers,188790.0,120980.0,58.16,111910.0,53.8,74670.0,87590.0,141630.0,175460.0,2024
99,U.S.,1,17-2072,"Electronics Engineers, Except Computer",93940.0,132500.0,63.7,127590.0,61.34,79390.0,98920.0,164000.0,199060.0,2024
99,U.S.,1,17-2080,Environmental Engineers,37950.0,110570.0,53.16,104170.0,50.08,64950.0,80510.0,130830.0,161910.0,2024
99,U.S.,1,17-2081,Environmental Engineers,37950.0,110570.0,53.16,104170.0,50.08,64950.0,80510.0,130830.0,161910.0,2024
