occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology,substitution_score,defense_score,net_risk,net_risk_calibrated,net_risk_uncalibrated,net_risk_source,aioe,occ_title
11-9161,0.9715762273901808,0.9702842377260982,0.3268733850129199,0.9231266149870802,0.6266149870801033,0.7990956072351421,0.7400947459086994,0.2614049368778413,0.2614049368778413,0.0590008613264426,calibrated,1.030768,Emergency Management Directors
11-9199,0.874031007751938,0.7299741602067183,0.268733850129199,0.6782945736434108,0.7816537467700259,0.827842377260982,0.5590008613264428,0.4609080207079143,0.4609080207079143,0.2688415159345392,calibrated,0.9646872,"Managers, All Other"
13-1011,0.4935400516795866,0.6266149870801033,0.0555555555555555,0.7835917312661499,0.3972868217054263,0.4454134366925064,0.4885874246339362,0.6156294584438673,0.6156294584438673,-0.0431739879414297,calibrated,1.068559,"Agents and Business Managers of Artists, Performers, and Athletes"
13-1021,0.5142118863049095,0.6291989664082688,0.2635658914728682,0.6188630490956072,0.458656330749354,0.4864341085271317,0.5038759689922481,0.3255026845539805,0.3255026845539805,-0.0174418604651163,calibrated,0.7687054,
13-1022,0.4056847545219638,0.4760981912144703,0.2868217054263566,0.5891472868217055,0.6472868217054264,0.5264857881136951,0.4506890611541774,0.4038158665486174,0.4038158665486174,0.0757967269595176,calibrated,0.8188258,
13-1023,0.9069767441860463,0.6537467700258398,0.0839793281653746,0.6162790697674418,0.7067183462532299,0.8068475452196382,0.4513350559862187,0.7192045480126255,0.7192045480126255,0.3555124892334194,calibrated,1.509181,
13-1031,0.8191214470284238,0.7971576227390181,0.1395348837209302,0.3365633074935401,0.9127906976744186,0.8659560723514212,0.4244186046511628,0.713939773702612,0.713939773702612,0.4415374677002584,calibrated,1.274024,"Claims Adjusters, Examiners, and Investigators"
13-1032,0.8294573643410853,0.8036175710594315,0.3255813953488372,0.2777777777777778,0.6117571059431525,0.7206072351421189,0.4689922480620154,0.2799937602884326,0.2799937602884326,0.2516149870801034,calibrated,0.6634955,"Insurance Appraisers, Auto Damage"
13-1041,0.9198966408268734,0.727390180878553,0.276485788113695,0.5478036175710594,0.7467700258397932,0.8333333333333333,0.5172265288544359,0.4323225361911623,0.4323225361911623,0.3161068044788974,calibrated,0.6981205,Compliance Officers
13-1051,0.5645994832041343,0.3113695090439276,0.045219638242894,0.6130490956072352,0.7067183462532299,0.6356589147286822,0.3232127476313522,0.8277983597410484,0.8277983597410484,0.3124461670973299,calibrated,1.367669,Cost Estimators
13-1071,0.9935400516795866,0.7403100775193798,0.1253229974160206,0.4618863049095607,0.8158914728682171,0.9047157622739018,0.4425064599483204,0.6965905630470981,0.6965905630470981,0.4622093023255814,calibrated,1.36005,Human Resources Specialists
13-1074,0.2771317829457364,0.1543927648578811,0.3436692506459948,0.0116279069767441,0.1434108527131783,0.2102713178294573,0.1698966408268733,0.1163604024524289,0.1163604024524289,0.040374677002584,calibrated,-0.4354025,Farm Labor Contractors
13-1075,0.6925064599483204,0.6253229974160207,0.0129198966408268,0.7758397932816538,0.3133074935400516,0.502906976744186,0.4713608957795004,0.6403281758510111,0.6403281758510111,0.0315460809646856,calibrated,1.334834,Labor Relations Specialists
13-1081,0.6304909560723514,0.4967700258397933,0.1421188630490956,0.8320413436692506,0.9237726098191216,0.7771317829457365,0.4903100775193798,0.7583369030705691,0.7583369030705691,0.2868217054263566,calibrated,1.297303,Logisticians
13-1111,0.8552971576227391,0.7764857881136951,0.0775193798449612,0.9056847545219638,0.8785529715762274,0.8669250645994833,0.58656330749354,0.7954994602377055,0.7954994602377055,0.2803617571059432,calibrated,1.432417,Management Analysts
13-1121,0.8578811369509044,0.9056847545219638,0.4651162790697674,0.9308785529715762,0.7009043927648578,0.7793927648578811,0.7672265288544358,0.0944475437040921,0.0944475437040921,0.0121662360034453,calibrated,0.3740207,"Meeting, Convention, and Event Planners"
13-1131,0.7771317829457365,0.8888888888888888,0.0426356589147286,0.9347545219638242,0.727390180878553,0.7522609819121447,0.6220930232558138,0.7591881168420908,0.7591881168420908,0.1301679586563309,calibrated,1.242567,Fundraisers
13-1141,0.6065891472868217,0.458656330749354,0.1046511627906976,0.563953488372093,0.6156330749354005,0.6111111111111112,0.3757536606373815,0.6708666235535634,0.6708666235535634,0.2353574504737296,calibrated,1.440985,"Compensation, Benefits, and Job Analysis Specialists"
13-1151,0.7189922480620154,0.6815245478036176,0.1162790697674418,0.9250645994832042,0.6563307493540051,0.6876614987080103,0.5742894056847545,0.6409664705117917,0.6409664705117917,0.1133720930232558,calibrated,1.198409,Training and Development Specialists
13-1161,0.6950904392764858,0.4018087855297158,0.0361757105943152,0.9444444444444444,0.94702842377261,0.8210594315245479,0.4608096468561584,0.9461378716800346,0.9461378716800346,0.3602497846683894,calibrated,1.426757,Market Research Analysts and Marketing Specialists
13-1199,0.7919896640826873,0.5968992248062015,0.1614987080103359,0.7855297157622739,0.8863049095607235,0.8391472868217054,0.5146425495262704,0.6959110638967214,0.6959110638967214,0.3245047372954349,calibrated,1.047687,"Business Operations Specialists, All Other"
13-2011,0.8591731266149871,0.520671834625323,0.0439276485788113,0.4987080103359173,0.8714470284237726,0.8653100775193798,0.3544358311800171,0.8802857608078659,0.8802857608078659,0.5108742463393627,calibrated,1.481956,Accountants and Auditors
13-2031,0.5465116279069767,0.2390180878552971,0.1240310077519379,0.5406976744186046,0.8255813953488372,0.686046511627907,0.3012489233419465,0.7750765777958714,0.7750765777958714,0.3847975882859604,calibrated,1.502988,Budget Analysts
13-2041,0.4366925064599483,0.189922480620155,0.0645994832041343,0.3191214470284237,0.537467700258398,0.4870801033591731,0.1912144702842376,0.7327214158862554,0.7327214158862554,0.2958656330749354,calibrated,1.345268,Credit Analysts
13-2052,0.7958656330749354,0.8591731266149871,0.0025839793281653,0.6350129198966409,0.7667958656330749,0.7813307493540051,0.4989233419465977,0.8442548120355167,0.8442548120355167,0.2824074074074074,calibrated,1.400749,Personal Financial Advisors
13-2053,0.7454780361757106,0.4618863049095607,0.08656330749354,0.4489664082687338,0.689922480620155,0.7177002583979328,0.3324720068906114,0.7344957663906643,0.7344957663906643,0.3852282515073214,calibrated,1.326652,Insurance Underwriters
13-2061,0.7990956072351422,0.4528423772609819,0.0155038759689922,0.3766149870801034,0.5452196382428941,0.6721576227390181,0.2816537467700258,0.7743327268072782,0.7743327268072782,0.3905038759689923,calibrated,1.526064,Financial Examiners
13-2071,0.9392764857881136,0.7448320413436692,0.0820413436692506,0.5697674418604651,0.7338501291989664,0.83656330749354,0.4655469422911283,0.7223965557955241,0.7223965557955241,0.3710163652024117,calibrated,1.385381,Credit Counselors
13-2072,0.7054263565891473,0.6815245478036176,0.1317829457364341,0.3649870801033592,0.7667958656330749,0.7361111111111112,0.3927648578811369,0.6710948645243732,0.6710948645243732,0.3433462532299742,calibrated,1.385739,Loan Officers
13-2081,0.6627906976744186,0.8733850129198967,0.1834625322997416,0.2829457364341085,0.8081395348837209,0.7354651162790697,0.4465977605512489,0.5843856893984678,0.5843856893984678,0.2888673557278208,calibrated,1.36682,"Tax Examiners and Collectors, and Revenue Agents"
13-2082,0.5445736434108527,0.5645994832041343,0.0852713178294573,0.3546511627906977,0.6950904392764858,0.6198320413436693,0.3348406546080964,0.7243013219502902,0.7243013219502902,0.2849913867355729,calibrated,1.29371,Tax Preparers
13-2099,0.6518087855297158,0.3914728682170542,0.0917312661498708,0.7138242894056848,0.896640826873385,0.7742248062015504,0.3990094745908699,0.837609591971706,0.837609591971706,0.3752153316106805,calibrated,1.361362,"Financial Specialists, All Other"
15-2011,0.4657622739018088,0.2170542635658914,0.0103359173126615,0.6130490956072352,0.9218346253229974,0.6937984496124031,0.2801464254952627,1.0,1.0,0.4136520241171404,calibrated,1.516474,Actuaries
15-2021,0.5310077519379846,0.1033591731266149,0.024547803617571,0.9819121447028424,0.8940568475452196,0.7125322997416021,0.3699397071490094,0.9808630308986418,0.9808630308986418,0.3425925925925927,calibrated,1.472319,Mathematicians
15-2031,0.5775193798449613,0.276485788113695,0.041343669250646,0.9276485788113696,0.9412144702842378,0.7593669250645996,0.4151593453919036,0.953295884722609,0.953295884722609,0.344207579672696,calibrated,1.40002,Operations Research Analysts
15-2041,0.6091731266149871,0.2319121447028423,0.0568475452196382,0.789405684754522,0.9651162790697676,0.7871447028423774,0.3593884582256675,0.94752153146381,0.94752153146381,0.4277562446167098,calibrated,1.382724,Statisticians
17-1011,0.8630490956072352,0.687984496124031,0.2138242894056847,0.9883720930232558,0.9127906976744186,0.8879198966408268,0.6300602928509905,0.615378556330711,0.615378556330711,0.2578596037898363,calibrated,1.047142,"Architects, Except Landscape and Naval"
17-1012,0.5710594315245479,0.6925064599483204,0.2112403100775193,0.9896640826873384,0.6266149870801033,0.5988372093023255,0.6311369509043927,0.4789131472090305,0.4789131472090305,-0.0322997416020671,calibrated,1.034388,Landscape Architects
17-1021,0.6272609819121447,0.601421188630491,0.3152454780361757,0.6912144702842378,0.8695090439276486,0.7483850129198967,0.5359603789836348,0.450733916678508,0.450733916678508,0.2124246339362618,calibrated,0.8169979,Cartographers and Photogrammetrists
17-1022,0.8552971576227391,0.4638242894056847,0.537467700258398,0.6085271317829457,0.8604651162790697,0.8578811369509044,0.5366063738156761,0.1244354922298279,0.1244354922298279,0.3212747631352283,calibrated,0.1460606,Surveyors
17-2011,0.7390180878552972,0.146640826873385,0.1524547803617571,0.9102067183462532,0.9819121447028424,0.8604651162790697,0.4031007751937984,0.8209750093765147,0.8209750093765147,0.4573643410852713,calibrated,1.338738,Aerospace Engineers
17-2021,0.8307493540051679,0.4528423772609819,0.3746770025839793,0.9102067183462532,0.962532299741602,0.896640826873385,0.5792420327304048,0.4260919306178388,0.4260919306178388,0.3173987941429802,calibrated,0.9409636,Agricultural Engineers
17-2031,0.7797157622739018,0.3255813953488372,0.3533591731266149,0.952842377260982,0.9909560723514212,0.8853359173126616,0.5439276485788114,0.4909632076394262,0.4909632076394262,0.3414082687338502,calibrated,0.9874239,Bioengineers and Biomedical Engineers
17-2041,0.3695090439276486,0.127906976744186,0.1770025839793281,0.8081395348837209,0.96640826873385,0.6679586563307494,0.3710163652024116,0.7783511231485246,0.7783511231485246,0.2969422911283377,calibrated,1.341336,Chemical Engineers
17-2051,0.7080103359173127,0.5516795865633075,0.1220930232558139,0.8578811369509044,0.9328165374677002,0.8204134366925064,0.5105512489233419,0.7856754674883465,0.7856754674883465,0.3098621877691645,calibrated,1.282867,Civil Engineers
17-2061,0.6589147286821705,0.1408268733850129,0.3055555555555556,0.9037467700258398,0.9741602067183462,0.8165374677002584,0.450043066322136,0.582688292721466,0.582688292721466,0.3664944013781223,calibrated,1.141812,Computer Hardware Engineers
17-2071,0.8908268733850129,0.3133074935400516,0.3074935400516795,0.8443152454780362,0.9534883720930232,0.922157622739018,0.4883720930232558,0.5449187554628132,0.5449187554628132,0.4337855297157622,calibrated,1.126725,Electrical Engineers
17-2072,0.5348837209302325,0.3268733850129199,0.4018087855297158,0.8294573643410853,0.9780361757105944,0.7564599483204135,0.5193798449612403,0.4099948979755088,0.4099948979755088,0.2370801033591731,calibrated,0.6654578,"Electronics Engineers, Except Computer"
17-2081,0.7267441860465116,0.6130490956072352,0.1459948320413436,0.8979328165374677,0.7215762273901809,0.7241602067183462,0.5523255813953488,0.6369641613833832,0.6369641613833832,0.1718346253229974,calibrated,1.343561,Environmental Engineers
17-2111,0.7545219638242894,0.524547803617571,0.2067183462532299,0.7984496124031008,0.8746770025839793,0.8145994832041343,0.5099052540913006,0.6310817391364796,0.6310817391364796,0.3046942291128337,calibrated,0.9948935,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
17-2112,0.7661498708010336,0.2674418604651162,0.2984496124031007,0.810077519379845,0.9341085271317828,0.8501291989664082,0.4586563307493539,0.5559199575221886,0.5559199575221886,0.3914728682170542,calibrated,1.13787,Industrial Engineers
17-2121,0.7189922480620154,0.4412144702842377,0.483204134366925,0.8656330749354005,0.9250645994832042,0.8220284237726099,0.5966838931955211,0.2426366376854531,0.2426366376854531,0.2253445305770888,calibrated,0.5472173,Marine Engineers and Naval Architects
17-2131,0.7571059431524548,0.4063307493540051,0.3423772609819121,0.8959948320413437,0.917312661498708,0.8372093023255814,0.5482342807924203,0.4603102025169913,0.4603102025169913,0.2889750215331611,calibrated,1.037278,Materials Engineers
17-2141,0.6447028423772609,0.2144702842377261,0.3171834625322997,0.9231266149870802,0.9767441860465116,0.8107235142118863,0.4849267872523686,0.555534094604983,0.555534094604983,0.3257967269595176,calibrated,1.004709,Mechanical Engineers
17-2151,0.8856589147286822,0.3456072351421189,0.1266149870801033,0.8565891472868217,0.9728682170542636,0.929263565891473,0.4429371231696812,0.8277910650346597,0.8277910650346597,0.4863264427217917,calibrated,1.34695,"Mining and Geological Engineers, Including Mining Safety Engineers"
17-2161,0.7112403100775194,0.2609819121447028,0.2260981912144702,0.8695090439276486,0.9521963824289406,0.83171834625323,0.4521963824289405,0.6768922154141847,0.6768922154141847,0.3795219638242895,calibrated,1.303009,Nuclear Engineers
17-2171,0.7009043927648578,0.4276485788113695,0.065891472868217,0.917312661498708,0.915374677002584,0.8081395348837209,0.4702842377260981,0.8813001292449232,0.8813001292449232,0.3378552971576228,calibrated,1.247779,Petroleum Engineers
17-2199,0.6537467700258398,0.3152454780361757,0.3643410852713178,0.8940568475452196,0.9689922480620154,0.8113695090439277,0.5245478036175711,0.4648337554188555,0.4648337554188555,0.2868217054263565,calibrated,0.787566,"Engineers, All Other"
17-3011,0.481266149870801,0.2409560723514212,0.2739018087855297,0.8217054263565892,0.9599483204134368,0.7206072351421189,0.4455211024978466,0.6100664971587473,0.6100664971587473,0.2750861326442722,calibrated,0.9233925,Architectural and Civil Drafters
17-3012,0.5478036175710594,0.2319121447028423,0.2945736434108527,0.4799741602067183,0.9457364341085271,0.7467700258397933,0.3354866494401378,0.5726442547858543,0.5726442547858543,0.4112833763996555,calibrated,0.910166,Electrical and Electronics Drafters
17-3013,0.4573643410852713,0.1246770025839793,0.2855297157622739,0.813953488372093,0.9560723514211886,0.7067183462532299,0.4080534022394487,0.6069467683838814,0.6069467683838814,0.2986649440137812,calibrated,0.8410071,Mechanical Drafters
17-3021,0.5691214470284238,0.2267441860465116,0.5452196382428941,0.5361757105943152,0.9198966408268734,0.7445090439276486,0.436046511627907,0.1754920373295239,0.1754920373295239,0.3084625322997416,calibrated,0.3909402,Aerospace Engineering and Operations Technologists and Technicians
17-3022,0.5400516795865633,0.4153746770025839,0.2338501291989664,0.5930232558139535,0.8456072351421189,0.6928294573643411,0.4140826873385013,0.5908070067793918,0.5908070067793918,0.2787467700258398,calibrated,0.9323219,Civil Engineering Technologists and Technicians
17-3023,0.5277777777777778,0.3081395348837209,0.6052971576227391,0.6498708010335917,0.8804909560723514,0.7041343669250646,0.5211024978466839,0.0522448244039007,0.0522448244039007,0.1830318690783806,calibrated,0.3515252,Electrical and Electronic Engineering Technologists and Technicians
17-3024,0.4857881136950904,0.1795865633074935,0.9102067183462532,0.6453488372093024,0.9638242894056848,0.7248062015503876,0.578380706287683,-0.3573236851383182,-0.3573236851383182,0.1464254952627045,calibrated,-0.3040507,Electro-Mechanical and Mechatronics Technologists and Technicians
17-3025,0.4160206718346253,0.3204134366925064,0.5452196382428941,0.4799741602067183,0.7990956072351422,0.6075581395348837,0.4485357450473728,0.103073633974696,0.103073633974696,0.1590223944875108,calibrated,0.0438054,Environmental Engineering Technologists and Technicians
17-3026,0.5426356589147286,0.2700258397932816,0.6111111111111112,0.7596899224806202,0.9354005167958656,0.7390180878552971,0.5469422911283376,0.075586632572357,0.075586632572357,0.1920757967269595,calibrated,0.6106679,Industrial Engineering Technologists and Technicians
17-3027,0.5568475452196382,0.2700258397932816,0.7209302325581395,0.661498708010336,0.9011627906976744,0.7290051679586562,0.5508182601205857,-0.1099415178223095,-0.1099415178223095,0.1781869078380705,calibrated,-0.1192367,Mechanical Engineering Technologists and Technicians
17-3029,0.6046511627906976,0.3165374677002584,0.6589147286821705,0.4315245478036176,0.8036175710594315,0.7041343669250646,0.4689922480620155,-0.0689242344799522,-0.0689242344799522,0.2351421188630491,calibrated,0.1941278,"Engineering Technologists and Technicians, Except Drafters, All Other"
17-3031,0.520671834625323,0.1408268733850129,0.4392764857881137,0.417312661498708,0.9082687338501292,0.7144702842377261,0.3324720068906115,0.3449583937974566,0.3449583937974566,0.3819982773471145,calibrated,0.0852324,Surveying and Mapping Technicians
19-1011,0.7609819121447028,0.624031007751938,0.2816537467700258,0.917312661498708,0.8921188630490956,0.8265503875968991,0.6076658053402239,0.5101754793964757,0.5101754793964757,0.2188845822566753,calibrated,1.041358,Animal Scientists
19-1012,0.9043927648578812,0.396640826873385,0.3934108527131782,0.9476744186046512,0.5917312661498708,0.748062015503876,0.5792420327304048,0.2242147004478475,0.2242147004478475,0.1688199827734712,calibrated,0.7943575,Food Scientists and Technologists
19-1013,0.8152454780361758,0.5439276485788114,0.421188630490956,0.937984496124031,0.9043927648578812,0.8598191214470285,0.6343669250645995,0.3131586828241694,0.3131586828241694,0.225452196382429,calibrated,0.6320696,Soil and Plant Scientists
19-1021,0.992248062015504,0.3481912144702842,0.4366925064599483,0.9832041343669252,0.9412144702842378,0.9667312661498708,0.5893626184323859,0.3353364034282838,0.3353364034282838,0.3773686477174849,calibrated,0.9060509,Biochemists and Biophysicists
19-1022,0.9237726098191216,0.3791989664082687,0.4405684754521964,0.8281653746770026,0.8559431524547804,0.889857881136951,0.5493109388458226,0.283286469600847,0.283286469600847,0.3405469422911283,calibrated,0.6955647,Microbiologists
19-1023,0.8462532299741602,0.8242894056847545,0.375968992248062,0.8113695090439277,0.8875968992248062,0.8669250645994833,0.6705426356589147,0.334324164330402,0.334324164330402,0.1963824289405685,calibrated,0.3175953,Zoologists and Wildlife Biologists
19-1029,0.9056847545219638,0.4470284237726098,0.313953488372093,0.9599483204134368,0.928940568475452,0.917312661498708,0.5736434108527132,0.5038541336339186,0.5038541336339186,0.3436692506459947,calibrated,1.010193,"Biological Scientists, All Other"
19-1031,0.7635658914728682,0.8126614987080103,0.4521963824289405,0.789405684754522,0.6847545219638242,0.7241602067183462,0.6847545219638244,0.1197355505321762,0.1197355505321762,0.0394056847545218,calibrated,0.0690313,Conservation Scientists
19-1032,0.9689922480620154,0.7312661498708011,0.5490956072351422,0.6388888888888888,0.7067183462532299,0.8378552971576227,0.6397502153316107,-0.0068273748598806,-0.0068273748598806,0.198105081826012,calibrated,-0.184381,Foresters
19-1041,0.8908268733850129,0.7512919896640827,0.0258397932816537,0.9728682170542636,0.7131782945736435,0.8020025839793281,0.5833333333333334,0.7977618909350679,0.7977618909350679,0.2186692506459947,calibrated,1.436287,Epidemiologists
19-1042,0.8113695090439277,0.189922480620155,0.2842377260981912,0.8630490956072352,0.8294573643410853,0.8204134366925064,0.4457364341085271,0.5377435689272184,0.5377435689272184,0.3746770025839793,calibrated,1.279928,"Medical Scientists, Except Epidemiologists"
19-2011,0.7467700258397932,0.4186046511627907,0.1640826873385013,0.9580103359173128,0.9483204134366924,0.8475452196382428,0.5135658914728682,0.7477575793448089,0.7477575793448089,0.3339793281653745,calibrated,1.373737,Astronomers
19-2012,0.7312661498708011,0.3817829457364341,0.1343669250645995,0.9857881136950905,0.9870801033591732,0.8591731266149871,0.5006459948320413,0.8176386131327406,0.8176386131327406,0.3585271317829458,calibrated,1.345736,Physicists
19-2021,0.5852713178294574,0.4560723514211886,0.0994832041343669,0.7370801033591732,0.9102067183462532,0.7477390180878554,0.4308785529715762,0.8230723360053025,0.8230723360053025,0.3168604651162791,calibrated,1.373917,Atmospheric and Space Scientists
19-2031,0.7487080103359173,0.1705426356589147,0.520671834625323,0.6227390180878553,0.7009043927648578,0.7248062015503876,0.4379844961240309,0.1142982888338315,0.1142982888338315,0.2868217054263566,calibrated,0.5011251,Chemists
19-2032,0.6937984496124031,0.3062015503875969,0.251937984496124,0.8372093023255814,0.8217054263565892,0.7577519379844961,0.4651162790697674,0.566958190460152,0.566958190460152,0.2926356589147287,calibrated,1.032757,Materials Scientists
19-2041,0.7131782945736435,0.5064599483204134,0.1576227390180878,0.7312661498708011,0.8901808785529716,0.8016795865633075,0.4651162790697674,0.7167097813534685,0.7167097813534685,0.3365633074935401,calibrated,1.014113,"Environmental Scientists and Specialists, Including Health"
19-2042,0.7648578811369509,0.4922480620155038,0.3217054263565891,0.849483204134367,0.8436692506459949,0.8042635658914729,0.5544788975021533,0.4438117911262561,0.4438117911262561,0.2497846683893195,calibrated,0.7143481,"Geoscientists, Except Hydrologists and Geographers"
19-2043,0.6731266149870802,0.4095607235142119,0.3992248062015504,0.8410852713178295,0.8953488372093024,0.7842377260981912,0.5499569336778639,0.3617381749965257,0.3617381749965257,0.2342807924203273,calibrated,0.6405071,Hydrologists
19-2099,0.8333333333333334,0.3010335917312661,0.2545219638242894,0.9018087855297158,0.975452196382429,0.9043927648578812,0.4857881136950904,0.6388277617138329,0.6388277617138329,0.4186046511627907,calibrated,1.140157,"Physical Scientists, All Other"
19-3011,0.5930232558139535,0.2790697674418604,0.0012919896640826,0.851421188630491,0.8772609819121447,0.7351421188630491,0.3772609819121446,0.9832499851916586,0.9832499851916586,0.3578811369509045,calibrated,1.403764,Economists
