season,week,celebrity_name,ballroom_partner,fan_share
11,4,Bristol Palin,Mark Ballas,3.6792189025378695e-129
11,4,Florence Henderson,Corky Ballas,0.0
11,4,Jennifer Grey,Derek Hough,0.0
11,4,Kurt Warner,Anna Trebunskaya,0.0
11,4,Kyle Massey,Lacey Schwimmer,1.0
11,4,Rick Fox,Cheryl Burke,0.0
11,4,The Situation,Karina Smirnoff,0.0
11,5,Audrina Patridge,Tony Dovolani,0.0
11,5,Brandy,Maksim Chmerkoskiy,0.0
11,5,Bristol Palin,Mark Ballas,5.511045793723418e-138
11,5,Florence Henderson,Corky Ballas,0.0
11,5,Jennifer Grey,Derek Hough,0.0
11,5,Kurt Warner,Anna Trebunskaya,0.0
11,5,Kyle Massey,Lacey Schwimmer,1.0
11,5,Rick Fox,Cheryl Burke,0.0
11,6,Audrina Patridge,Tony Dovolani,0.0
11,6,Brandy,Maksim Chmerkoskiy,0.0
11,6,Bristol Palin,Mark Ballas,6.148405149337588e-35
11,6,Jennifer Grey,Derek Hough,0.0
11,6,Kurt Warner,Anna Trebunskaya,0.0
11,6,Kyle Massey,Lacey Schwimmer,1.0
11,6,Rick Fox,Cheryl Burke,0.0
11,7,Brandy,Maksim Chmerkoskiy,0.0
11,7,Bristol Palin,Mark Ballas,3.271972309857904e-69
11,7,Jennifer Grey,Derek Hough,0.0
11,7,Kurt Warner,Anna Trebunskaya,0.0
11,7,Kyle Massey,Lacey Schwimmer,1.0
11,7,Rick Fox,Cheryl Burke,0.0
11,8,Brandy,Maksim Chmerkoskiy,0.0
11,8,Bristol Palin,Mark Ballas,3.668979282390065e-35
11,8,Jennifer Grey,Derek Hough,0.0
11,8,Kurt Warner,Anna Trebunskaya,0.0
11,8,Kyle Massey,Lacey Schwimmer,1.0
11,9,Brandy,Maksim Chmerkoskiy,0.0
11,9,Bristol Palin,Mark Ballas,1.5836235804878486e-77
11,9,Jennifer Grey,Derek Hough,0.0
11,9,Kyle Massey,Lacey Schwimmer,1.0
11,10,Bristol Palin,Mark Ballas,2.8387037881705906e-69
11,10,Jennifer Grey,Derek Hough,0.0
11,10,Kyle Massey,Lacey Schwimmer,1.0
12,1,Chelsea Kane,Mark Ballas,3.0248401698223508e-96
12,1,Chris Jericho,Cheryl Burke,0.0
12,1,Hines Ward,Kym Johnson,0.0
12,1,Kendra Wilkinson,Louis van Amstel,0.0
12,1,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,1,Mike Catherwood,Lacey Schwimmer,0.0
12,1,Petra Nemcova,Dmitry Chaplin,0.0
12,1,Ralph Macchio,Karina Smirnoff,0.0
12,1,Romeo,Chelsie Hightower,1.0
12,1,Sugar Ray Leonard,Anna Trebunskaya,0.0
12,1,Wendy Williams,Tony Dovolani,0.0
12,2,Chelsea Kane,Mark Ballas,1.2820987153082878e-44
12,2,Chris Jericho,Cheryl Burke,0.0
12,2,Hines Ward,Kym Johnson,0.0
12,2,Kendra Wilkinson,Louis van Amstel,0.0
12,2,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,2,Mike Catherwood,Lacey Schwimmer,0.0
12,2,Petra Nemcova,Dmitry Chaplin,0.0
12,2,Ralph Macchio,Karina Smirnoff,0.0
12,2,Romeo,Chelsie Hightower,1.0
12,2,Sugar Ray Leonard,Anna Trebunskaya,0.0
12,2,Wendy Williams,Tony Dovolani,0.0
12,3,Chelsea Kane,Mark Ballas,5.187322463453463e-285
12,3,Chris Jericho,Cheryl Burke,0.0
12,3,Hines Ward,Kym Johnson,0.0
12,3,Kendra Wilkinson,Louis van Amstel,0.0
12,3,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,3,Petra Nemcova,Dmitry Chaplin,0.0
12,3,Ralph Macchio,Karina Smirnoff,0.0
12,3,Romeo,Chelsie Hightower,1.0
12,3,Sugar Ray Leonard,Anna Trebunskaya,0.0
12,3,Wendy Williams,Tony Dovolani,0.0
12,4,Chelsea Kane,Mark Ballas,1.0
12,4,Chris Jericho,Cheryl Burke,0.0
12,4,Hines Ward,Kym Johnson,0.0
12,4,Kendra Wilkinson,Louis van Amstel,2.699e-320
12,4,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,4,Petra Nemcova,Dmitry Chaplin,0.0
12,4,Ralph Macchio,Karina Smirnoff,0.0
12,4,Romeo,Chelsie Hightower,5.89936426814432e-77
12,4,Sugar Ray Leonard,Anna Trebunskaya,0.0
12,5,Chelsea Kane,Mark Ballas,1.0
12,5,Chris Jericho,Cheryl Burke,0.0
12,5,Hines Ward,Kym Johnson,0.0
12,5,Kendra Wilkinson,Louis van Amstel,0.0
12,5,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,5,Petra Nemcova,Dmitry Chaplin,0.0
12,5,Ralph Macchio,Karina Smirnoff,0.0
12,5,Romeo,Chelsie Hightower,3.563423577641371e-34
12,6,Chelsea Kane,Mark Ballas,1.2750222904649009e-104
12,6,Chris Jericho,Cheryl Burke,0.0
12,6,Hines Ward,Kym Johnson,0.0
12,6,Kendra Wilkinson,Louis van Amstel,0.0
12,6,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,6,Ralph Macchio,Karina Smirnoff,0.0
12,6,Romeo,Chelsie Hightower,1.0
12,7,Chelsea Kane,Mark Ballas,2.697163732153912e-96
12,7,Hines Ward,Kym Johnson,0.0
12,7,Kendra Wilkinson,Louis van Amstel,0.0
12,7,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,7,Ralph Macchio,Karina Smirnoff,0.0
12,7,Romeo,Chelsie Hightower,1.0
12,8,Chelsea Kane,Mark Ballas,1.8061875556553755e-10
12,8,Hines Ward,Kym Johnson,0.0
12,8,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,8,Ralph Macchio,Karina Smirnoff,0.0
12,8,Romeo,Chelsie Hightower,0.9999999998193811
12,9,Chelsea Kane,Mark Ballas,1.0
12,9,Hines Ward,Kym Johnson,0.0
12,9,Kirstie Alley,Maksim Chmerkoskiy,0.0
12,9,Ralph Macchio,Karina Smirnoff,0.0
12,10,Chelsea Kane,Mark Ballas,1.0
12,10,Hines Ward,Kym Johnson,0.0
12,10,Kirstie Alley,Maksim Chmerkoskiy,0.0
13,1,Carson Kressley,Anna Trebunskaya,0.0
13,1,Chaz Bono,Lacey Schwimmer,0.0
13,1,Chynna Phillips,Tony Dovolani,0.0
13,1,David Arquette,Kym Johnson,0.0
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,0.0
13,1,Hope Solo,Maksim Chmerkoskiy,0.0
13,1,J.R. Martinez,Karina Smirnoff,0.0
13,1,Kristin Cavallari,Mark Ballas,0.9999999967742657
13,1,Metta World Peace (Ron),Peta Murgatroyd,0.0
13,1,Nancy Grace,Tristan MacManus,0.0
13,1,Ricki Lake,Derek Hough,0.0
13,1,Rob Kardashian,Cheryl Burke,3.225734343196368e-09
13,2,Carson Kressley,Anna Trebunskaya,0.0
13,2,Chaz Bono,Lacey Schwimmer,0.0
13,2,Chynna Phillips,Tony Dovolani,0.0
13,2,David Arquette,Kym Johnson,0.0
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,0.0
13,2,Hope Solo,Maksim Chmerkoskiy,0.0
13,2,J.R. Martinez,Karina Smirnoff,2.1523169008543995e-295
13,2,Kristin Cavallari,Mark Ballas,1.0
13,2,Nancy Grace,Tristan MacManus,0.0
13,2,Ricki Lake,Derek Hough,0.0
13,2,Rob Kardashian,Cheryl Burke,1.5910999866828804e-163
13,3,Carson Kressley,Anna Trebunskaya,0.0
13,3,Chaz Bono,Lacey Schwimmer,0.0
13,3,Chynna Phillips,Tony Dovolani,0.0
13,3,David Arquette,Kym Johnson,0.0
13,3,Hope Solo,Maksim Chmerkoskiy,0.0
13,3,J.R. Martinez,Karina Smirnoff,0.0
13,3,Kristin Cavallari,Mark Ballas,1.0
13,3,Nancy Grace,Tristan MacManus,0.0
13,3,Ricki Lake,Derek Hough,0.0
13,3,Rob Kardashian,Cheryl Burke,9.841035273987633e-104
13,4,Carson Kressley,Anna Trebunskaya,0.0
13,4,Chaz Bono,Lacey Schwimmer,0.0
13,4,Chynna Phillips,Tony Dovolani,0.0
13,4,David Arquette,Kym Johnson,0.0
13,4,Hope Solo,Maksim Chmerkoskiy,0.0
13,4,J.R. Martinez,Karina Smirnoff,2.07099922121e-312
13,4,Nancy Grace,Tristan MacManus,0.0
13,4,Ricki Lake,Derek Hough,0.0
13,4,Rob Kardashian,Cheryl Burke,1.0
13,5,Carson Kressley,Anna Trebunskaya,0.0
13,5,Chaz Bono,Lacey Schwimmer,0.0
13,5,David Arquette,Kym Johnson,0.0
13,5,Hope Solo,Maksim Chmerkoskiy,0.0
13,5,J.R. Martinez,Karina Smirnoff,0.0
13,5,Nancy Grace,Tristan MacManus,0.0
13,5,Ricki Lake,Derek Hough,0.0
13,5,Rob Kardashian,Cheryl Burke,1.0
13,6,Chaz Bono,Lacey Schwimmer,0.0
13,6,David Arquette,Kym Johnson,0.0
13,6,Hope Solo,Maksim Chmerkoskiy,0.0
13,6,J.R. Martinez,Karina Smirnoff,0.0
13,6,Nancy Grace,Tristan MacManus,0.0
13,6,Ricki Lake,Derek Hough,0.0
13,6,Rob Kardashian,Cheryl Burke,1.0
13,7,David Arquette,Kym Johnson,0.0
13,7,Hope Solo,Maksim Chmerkoskiy,0.0
13,7,J.R. Martinez,Karina Smirnoff,1.0382065525414168e-303
13,7,Nancy Grace,Tristan MacManus,0.0
13,7,Ricki Lake,Derek Hough,0.0
13,7,Rob Kardashian,Cheryl Burke,1.0
13,8,Hope Solo,Maksim Chmerkoskiy,0.0
13,8,J.R. Martinez,Karina Smirnoff,0.0
13,8,Nancy Grace,Tristan MacManus,0.0
13,8,Ricki Lake,Derek Hough,0.0
13,8,Rob Kardashian,Cheryl Burke,1.0
13,9,Hope Solo,Maksim Chmerkoskiy,0.0
13,9,J.R. Martinez,Karina Smirnoff,4.77e-321
13,9,Ricki Lake,Derek Hough,0.0
13,9,Rob Kardashian,Cheryl Burke,1.0
13,10,J.R. Martinez,Karina Smirnoff,0.0
13,10,Ricki Lake,Derek Hough,0.0
13,10,Rob Kardashian,Cheryl Burke,1.0
14,1,Donald Driver,Peta Murgatroyd,0.0
14,1,Gavin DeGraw,Karina Smirnoff,0.0
14,1,Gladys Knight,Tristan MacManus,0.0
14,1,Jack Wagner,Anna Trebunskaya,0.0
14,1,Jaleel White,Kym Johnson,0.0
14,1,Katherine Jenkins,Mark Ballas,0.0
14,1,Maria Menounos,Derek Hough,0.0
14,1,Martina Navratilova,Tony Dovolani,0.0
14,1,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,1,Roshon Fegan,Chelsie Hightower,1.0
14,1,Sherri Sheperd,Valentin Chmerkovskiy,0.0
14,1,William Levy,Cheryl Burke,0.0
14,2,Donald Driver,Peta Murgatroyd,0.0
14,2,Gavin DeGraw,Karina Smirnoff,0.0
14,2,Gladys Knight,Tristan MacManus,0.0
14,2,Jack Wagner,Anna Trebunskaya,0.0
14,2,Jaleel White,Kym Johnson,0.0
14,2,Katherine Jenkins,Mark Ballas,0.0
14,2,Maria Menounos,Derek Hough,0.0
14,2,Martina Navratilova,Tony Dovolani,0.0
14,2,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,2,Roshon Fegan,Chelsie Hightower,1.0
14,2,Sherri Sheperd,Valentin Chmerkovskiy,0.0
14,2,William Levy,Cheryl Burke,0.0
14,3,Donald Driver,Peta Murgatroyd,0.0
14,3,Gavin DeGraw,Karina Smirnoff,0.0
14,3,Gladys Knight,Tristan MacManus,0.0
14,3,Jack Wagner,Anna Trebunskaya,0.0
14,3,Jaleel White,Kym Johnson,0.0
14,3,Katherine Jenkins,Mark Ballas,0.0
14,3,Maria Menounos,Derek Hough,0.0
14,3,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,3,Roshon Fegan,Chelsie Hightower,1.0
14,3,Sherri Sheperd,Valentin Chmerkovskiy,0.0
14,3,William Levy,Cheryl Burke,0.0
14,4,Donald Driver,Peta Murgatroyd,0.0
14,4,Gavin DeGraw,Karina Smirnoff,0.0
14,4,Gladys Knight,Tristan MacManus,0.0
14,4,Jaleel White,Kym Johnson,0.0
14,4,Katherine Jenkins,Mark Ballas,0.0
14,4,Maria Menounos,Derek Hough,0.0
14,4,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,4,Roshon Fegan,Chelsie Hightower,1.0
14,4,Sherri Sheperd,Valentin Chmerkovskiy,0.0
14,4,William Levy,Cheryl Burke,0.0
14,5,Donald Driver,Peta Murgatroyd,0.0
14,5,Gavin DeGraw,Karina Smirnoff,0.0
14,5,Gladys Knight,Tristan MacManus,0.0
14,5,Jaleel White,Kym Johnson,0.0
14,5,Katherine Jenkins,Mark Ballas,0.0
14,5,Maria Menounos,Derek Hough,0.0
14,5,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,5,Roshon Fegan,Chelsie Hightower,1.0
14,5,William Levy,Cheryl Burke,0.0
14,6,Donald Driver,Peta Murgatroyd,0.0
14,6,Gladys Knight,Tristan MacManus,0.0
14,6,Jaleel White,Kym Johnson,0.0
14,6,Katherine Jenkins,Mark Ballas,0.0
14,6,Maria Menounos,Derek Hough,0.0
14,6,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,6,Roshon Fegan,Chelsie Hightower,1.0
14,6,William Levy,Cheryl Burke,0.0
14,7,Donald Driver,Peta Murgatroyd,0.0
14,7,Jaleel White,Kym Johnson,0.0
14,7,Katherine Jenkins,Mark Ballas,0.0
14,7,Maria Menounos,Derek Hough,0.0
14,7,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,7,Roshon Fegan,Chelsie Hightower,1.0
14,7,William Levy,Cheryl Burke,0.0
14,8,Donald Driver,Peta Murgatroyd,0.0
14,8,Katherine Jenkins,Mark Ballas,0.0
14,8,Maria Menounos,Derek Hough,0.0
14,8,Melissa Gilbert,Maksim Chmerkoskiy,0.0
14,8,Roshon Fegan,Chelsie Hightower,1.0
14,8,William Levy,Cheryl Burke,0.0
14,9,Donald Driver,Peta Murgatroyd,0.0
14,9,Katherine Jenkins,Mark Ballas,1.3782954405962804e-94
14,9,Maria Menounos,Derek Hough,0.0
14,9,William Levy,Cheryl Burke,1.0
14,10,Donald Driver,Peta Murgatroyd,0.0
14,10,Katherine Jenkins,Mark Ballas,6.180079984081749e-61
14,10,William Levy,Cheryl Burke,1.0
15,1,Apolo Anton Ohno,Karina Smirnoff,0.0
15,1,Bristol Palin,Mark Ballas,8.603885153923228e-113
15,1,Drew Lachey,Anna Trebunskaya,0.0
15,1,Emmitt Smith,Cheryl Burke,0.0
15,1,Gilles Marini,Peta Murgatroyd,0.0
15,1,Helio Castroneves,Chelsie Hightower,0.0
15,1,Joey Fatone,Kym Johnson,0.0
15,1,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,1,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,1,Melissa Rycroft,Tony Dovolani,0.0
15,1,Pamela Anderson,Tristan MacManus,0.0
15,1,Sabrina Bryan,Louis van Amstel,0.0
15,1,Shawn Johnson,Derek Hough,1.0
15,2,Apolo Anton Ohno,Karina Smirnoff,0.0
15,2,Bristol Palin,Mark Ballas,0.0
15,2,Drew Lachey,Anna Trebunskaya,0.0
15,2,Emmitt Smith,Cheryl Burke,0.0
15,2,Gilles Marini,Peta Murgatroyd,0.0
15,2,Helio Castroneves,Chelsie Hightower,0.0
15,2,Joey Fatone,Kym Johnson,0.0
15,2,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,2,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,2,Melissa Rycroft,Tony Dovolani,0.0
15,2,Sabrina Bryan,Louis van Amstel,0.0
15,2,Shawn Johnson,Derek Hough,1.0
15,3,Apolo Anton Ohno,Karina Smirnoff,0.0
15,3,Bristol Palin,Mark Ballas,0.0
15,3,Drew Lachey,Anna Trebunskaya,0.0
15,3,Emmitt Smith,Cheryl Burke,0.0
15,3,Gilles Marini,Peta Murgatroyd,0.0
15,3,Helio Castroneves,Chelsie Hightower,0.0
15,3,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,3,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,3,Melissa Rycroft,Tony Dovolani,0.0
15,3,Sabrina Bryan,Louis van Amstel,0.0
15,3,Shawn Johnson,Derek Hough,1.0
15,4,Apolo Anton Ohno,Karina Smirnoff,0.0
15,4,Bristol Palin,Mark Ballas,0.0
15,4,Emmitt Smith,Cheryl Burke,0.0
15,4,Gilles Marini,Peta Murgatroyd,0.0
15,4,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,4,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,4,Melissa Rycroft,Tony Dovolani,0.0
15,4,Sabrina Bryan,Louis van Amstel,0.0
15,4,Shawn Johnson,Derek Hough,1.0
15,5,Apolo Anton Ohno,Karina Smirnoff,0.0
15,5,Emmitt Smith,Cheryl Burke,0.0
15,5,Gilles Marini,Peta Murgatroyd,0.0
15,5,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,5,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,5,Melissa Rycroft,Tony Dovolani,0.0
15,5,Sabrina Bryan,Louis van Amstel,0.0
15,5,Shawn Johnson,Derek Hough,1.0
15,6,Apolo Anton Ohno,Karina Smirnoff,0.0
15,6,Emmitt Smith,Cheryl Burke,0.0
15,6,Gilles Marini,Peta Murgatroyd,0.0
15,6,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,6,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,6,Melissa Rycroft,Tony Dovolani,0.0
15,6,Sabrina Bryan,Louis van Amstel,0.0
15,6,Shawn Johnson,Derek Hough,1.0
15,7,Apolo Anton Ohno,Karina Smirnoff,0.0
15,7,Emmitt Smith,Cheryl Burke,0.0
15,7,Gilles Marini,Peta Murgatroyd,0.0
15,7,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,7,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,7,Melissa Rycroft,Tony Dovolani,0.0
15,7,Shawn Johnson,Derek Hough,1.0
15,8,Apolo Anton Ohno,Karina Smirnoff,0.0
15,8,Emmitt Smith,Cheryl Burke,0.0
15,8,Gilles Marini,Peta Murgatroyd,0.0
15,8,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,8,Kirstie Alley,Maksim Chmerkoskiy,0.0
15,8,Melissa Rycroft,Tony Dovolani,0.0
15,8,Shawn Johnson,Derek Hough,1.0
15,9,Apolo Anton Ohno,Karina Smirnoff,0.0
15,9,Emmitt Smith,Cheryl Burke,0.0
15,9,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,9,Melissa Rycroft,Tony Dovolani,0.0
15,9,Shawn Johnson,Derek Hough,1.0
15,10,Kelly Monaco,Valentin Chmerkovskiy,0.0
15,10,Melissa Rycroft,Tony Dovolani,0.0
15,10,Shawn Johnson,Derek Hough,1.0
16,1,Alexandra Raisman,Mark Ballas,4.711974693830721e-208
16,1,Andy Dick,Sharna Burgess,0.0
16,1,D. L. Hughley,Cheryl Burke,0.0
16,1,Dorothy Hamill,Tristan MacManus,0.0
16,1,Ingo Rademacher,Kym Johnson,0.0
16,1,Jacoby Jones,Karina Smirnoff,0.0
16,1,Kellie Pickler,Derek Hough,0.0
16,1,Lisa Vanderpump,Gleb Savchenko,0.0
16,1,Sean Lowe,Peta Murgatroyd,0.0
16,1,Victor Ortiz,Lindsay Arnold,0.0
16,1,Wynonna Judd,Tony Dovolani,0.0
16,1,Zendaya,Valentin Chmerkovskiy,1.0
16,2,Alexandra Raisman,Mark Ballas,1.2800631476315638e-276
16,2,Andy Dick,Sharna Burgess,0.0
16,2,D. L. Hughley,Cheryl Burke,0.0
16,2,Dorothy Hamill,Tristan MacManus,0.0
16,2,Ingo Rademacher,Kym Johnson,0.0
16,2,Jacoby Jones,Karina Smirnoff,0.0
16,2,Kellie Pickler,Derek Hough,0.0
16,2,Lisa Vanderpump,Gleb Savchenko,0.0
16,2,Sean Lowe,Peta Murgatroyd,0.0
16,2,Victor Ortiz,Lindsay Arnold,0.0
16,2,Wynonna Judd,Tony Dovolani,0.0
16,2,Zendaya,Valentin Chmerkovskiy,1.0
16,3,Alexandra Raisman,Mark Ballas,1.5516882979223335e-259
16,3,Andy Dick,Sharna Burgess,0.0
16,3,D. L. Hughley,Cheryl Burke,0.0
16,3,Ingo Rademacher,Kym Johnson,0.0
